Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
565,Thomas Cannon,ie IRL,FW,Everton,eng Premier League,20-161,2,25,13,0.7,0.3,0,,0,2,13,0,0.00,0,1,-1,-3.60,-3.02,0.8,0.4,+0.4,+1.28,+1.84
566,Sergi Canós,es ESP,"FW,DF",Brentford,eng Premier League,26-125,5,77,15,2.3,0.9,0,,0,5,15,7,1.60,0,2,-2,-2.34,-2.71,0.8,1.7,-1.0,-1.13,-1.35
567,Ander Capa,es ESP,DF,Athletic Club,es La Liga,31-119,7,109,16,3.2,1.2,1,61,0,6,8,27,1.43,2,0,+2,+1.65,+1.60,2.3,1.2,+1.1,+0.91,+0.47
568,Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,36-053,26,1428,55,41.8,15.9,15,79,8,11,22,3,0.58,8,26,-18,-1.13,+0.22,14.6,24.0,-9.4,-0.59,-0.08
569,Leonardo Capezzi,it ITA,MF,Salernitana,it Serie A,28-071,0,,,,,0,,0,0,,19,,,,,,,,,,,
570,Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,34-331,28,1955,70,57.2,21.7,22,82,12,6,25,1,1.50,33,26,+7,+0.32,-0.41,35.1,27.0,+8.1,+0.37,+0.18
571,Elio Capradossi,it ITA,DF,Spezia,it Serie A,27-088,0,,,,,0,,0,0,,2,,,,,,,,,,,
572,Gianluca Caprari,it ITA,"MF,FW",Monza,it Serie A,29-312,37,2441,66,71.4,27.1,32,71,5,5,32,0,1.38,33,42,-9,-0.33,-0.79,31.0,35.1,-4.1,-0.15,-0.03
573,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,35-305,15,1094,73,32.0,12.2,13,78,6,2,40,0,0.40,6,20,-14,-1.15,+0.13,9.0,17.4,-8.4,-0.69,+0.23
574,Francesco Caputo,it ITA,FW,Empoli,it Serie A,35-305,21,1709,81,50.0,19.0,20,84,7,1,34,0,1.19,22,22,0,0.00,+0.63,20.0,25.0,-5.0,-0.26,+0.50
575,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,23-112,36,2767,77,80.9,30.7,32,83,18,4,29,1,1.64,52,39,+13,+0.42,-0.27,45.6,43.1,+2.5,+0.08,-0.88
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
576,Andrea Carboni,it ITA,DF,Monza,it Serie A,22-123,4,167,42,4.9,1.9,1,90,1,3,26,15,0.00,2,7,-5,-2.69,-2.72,1.9,4.1,-2.1,-1.14,-1.05
577,Franco Carboni,it ITA,"DF,FW",Monza,it Serie A,20-064,3,66,22,1.9,0.7,0,,0,3,22,15,2.00,1,0,+1,+1.36,+1.50,0.5,1.2,-0.7,-0.95,-0.82
578,Valentin Carboni,ar ARG,"MF,DF",Inter,it Serie A,18-094,5,25,5,0.7,0.3,0,,0,5,5,23,0.80,1,1,0,0.00,-0.77,1.2,1.2,0.0,-0.05,-0.89
579,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,30-045,27,2199,81,64.3,24.4,25,84,18,2,52,2,1.26,20,23,-3,-0.12,+1.35,29.6,34.6,-4.9,-0.20,+0.90
580,Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,25-303,10,233,23,6.8,2.6,1,73,0,9,18,4,0.90,1,8,-7,-2.70,-2.62,2.3,5.4,-3.1,-1.19,-0.92
581,Irvin Cardona,fr FRA,"MF,FW",Augsburg,de Bundesliga,25-303,10,318,32,10.4,3.5,0,,0,10,32,2,0.40,6,9,-3,-0.85,-0.26,4.8,8.4,-3.6,-1.03,-0.36
582,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,26-290,7,456,65,13.3,5.1,5,84,2,2,17,9,1.14,4,5,-1,-0.20,-0.20,5.4,6.3,-0.8,-0.17,+0.22
583,Carlo,es ESP,MF,Villarreal,es La Liga,22-115,0,,,,,0,,0,0,,4,,,,,,,,,,,
584,Carlos,br BRA,DF,Monza,it Serie A,24-151,35,3083,88,90.1,34.3,35,88,31,0,,0,1.40,45,46,-1,-0.03,+0.77,42.9,44.5,-1.6,-0.05,+0.97
585,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,30-084,3,205,68,6.0,2.3,2,90,1,1,26,11,1.00,2,3,-1,-0.44,-0.61,3.6,1.9,+1.7,+0.74,+0.85
586,Juan Carlos,es ESP,GK,Girona,es La Liga,35-138,10,900,90,26.3,10.0,10,90,10,0,,28,0.80,14,18,-4,-0.40,-0.65,13.3,12.9,+0.3,+0.03,+0.21
587,José Carlos Lazo,es ESP,"MF,FW",Almería,es La Liga,27-111,1,20,20,0.6,0.2,0,,0,1,20,1,0.00,0,1,-1,-4.50,-4.10,0.4,0.1,+0.3,+1.19,+1.64
588,José Carlos Lazo,es ESP,"MF,FW",Espanyol,es La Liga,27-111,10,159,16,4.6,1.8,0,,0,10,16,23,0.90,7,2,+5,+2.83,+3.44,3.1,2.0,+1.2,+0.66,+1.00
589,Carmona,es ESP,"MF,DF",Elche,es La Liga,21-129,9,589,65,17.2,6.5,8,72,2,1,15,0,1.00,5,10,-5,-0.76,+0.25,8.1,9.6,-1.5,-0.23,+0.76
590,Carmona,es ESP,DF,Sevilla,es La Liga,21-129,10,527,53,15.4,5.9,5,69,1,5,36,5,1.00,6,11,-5,-0.85,-0.79,4.7,13.7,-9.0,-1.53,-1.56
591,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22-341,27,2430,90,71.1,27.0,27,90,27,0,,4,0.78,25,47,-22,-0.81,+0.19,28.1,44.3,-16.2,-0.60,+0.42
592,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,es La Liga,29-276,35,2317,66,67.7,25.7,26,77,7,9,36,1,2.06,43,25,+18,+0.70,-0.85,42.4,31.4,+11.0,+0.43,-0.39
593,Sergio Carreira,es ESP,DF,Villarreal,es La Liga,22-237,0,,,,,0,,0,0,,1,,,,,,,,,,,
594,Coke Carrillo,es ESP,GK,Celta Vigo,es La Liga,21-151,0,,,,,0,,0,0,,17,,,,,,,,,,,
595,Scott Carson,eng ENG,GK,Manchester City,eng Premier League,37-277,0,,,,,0,,0,0,,5,,,,,,,,,,,
596,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,31-147,27,1784,66,52.2,19.8,20,82,8,7,20,5,1.96,38,22,+16,+0.81,-0.46,38.4,21.3,+17.1,+0.86,-0.21
597,Fabio Carvalho,pt POR,"MF,FW",Liverpool,eng Premier League,20-281,13,347,27,10.1,3.9,4,52,0,9,16,18,1.69,10,3,+7,+1.82,+1.20,7.2,4.9,+2.3,+0.60,+0.03
598,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,24-040,2,136,68,4.0,1.5,1,90,1,1,46,5,1.50,2,3,-1,-0.66,-0.77,1.6,2.2,-0.6,-0.39,-0.13
599,William Carvalho,pt POR,MF,Betis,es La Liga,31-061,33,2438,74,71.3,27.1,31,77,14,2,22,0,1.70,34,24,+10,+0.37,+0.83,38.3,32.0,+6.3,+0.23,+0.66
600,Marc Casado,es ESP,MF,Barcelona,es La Liga,19-266,0,,,,,0,,0,0,,8,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
601,Nicolò Casale,it ITA,DF,Lazio,it Serie A,25-113,29,2437,84,71.3,27.1,27,89,25,2,21,6,1.86,38,24,+14,+0.52,-0.95,36.3,28.5,+7.7,+0.29,+0.09
602,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,31-104,28,2124,76,62.1,23.6,24,85,18,4,22,0,2.11,37,21,+16,+0.68,+0.75,45.6,26.0,+19.7,+0.83,+1.00
603,Casemiro,br BRA,MF,Real Madrid,es La Liga,31-104,1,8,8,0.2,0.1,0,,0,1,8,0,3.00,0,0,0,0.00,-1.03,0.0,0.3,-0.3,-3.45,-4.42
604,Kaelan Casey,eng ENG,DF,West Ham,eng Premier League,18-222,0,,,,,0,,0,0,,1,,,,,,,,,,,
605,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,25-304,26,1820,70,53.2,20.2,20,85,15,6,21,1,1.46,28,29,-1,-0.05,-0.39,28.7,27.4,+1.3,+0.06,+0.26
606,Kiko Casilla,es ESP,GK,Getafe,es La Liga,36-248,0,,,,,0,,0,0,,37,,,,,,,,,,,
607,Tommaso Cassandro,it ITA,DF,Lecce,it Serie A,23-149,1,13,13,0.4,0.1,0,,0,1,13,19,0.00,0,0,0,0.00,+0.34,0.1,0.4,-0.4,-2.50,-2.35
608,Riccardo Castagnaviz,it ITA,MF,Udinese,it Serie A,20-129,0,,,,,0,,0,0,,1,,,,,,,,,,,
609,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,27-184,37,3254,88,95.1,36.2,36,89,33,1,45,1,0.92,49,63,-14,-0.39,+1.24,48.5,60.1,-11.6,-0.32,+0.30
610,Michele Castagnetti,it ITA,MF,Cremonese,it Serie A,33-162,27,1412,52,41.3,15.7,14,74,5,13,29,6,0.78,19,29,-10,-0.64,+0.39,18.1,26.3,-8.1,-0.52,+0.35
611,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30-347,34,3060,90,100.0,34.0,34,90,34,0,,0,1.44,57,48,+9,+0.26,,51.3,51.3,0.0,0.00,
612,Valentín Castellanos,ar ARG,FW,Girona,es La Liga,24-247,35,2597,74,75.9,28.9,33,77,8,2,22,0,1.29,43,41,+2,+0.07,-0.04,35.4,38.6,-3.1,-0.11,+0.05
613,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,28-132,32,2568,80,75.1,28.5,30,85,27,2,13,2,1.03,27,41,-14,-0.49,-0.07,31.0,38.9,-7.9,-0.28,-0.09
614,Samu Castillejo,es ESP,"FW,MF",Valencia,es La Liga,28-140,25,1362,54,39.8,15.1,17,70,3,8,21,4,0.88,14,15,-1,-0.07,+0.02,17.8,14.0,+3.8,+0.25,+0.16
615,Jonny Castro,es ESP,DF,Wolves,eng Premier League,29-096,18,1261,70,36.9,14.0,14,84,9,4,22,8,1.00,8,20,-12,-0.86,-0.23,16.0,17.2,-1.1,-0.08,+0.83
616,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,26-110,15,719,48,21.0,8.0,7,77,2,8,22,5,1.67,17,8,+9,+1.13,+1.09,13.7,8.1,+5.6,+0.70,+0.49
617,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,28-305,29,1923,66,56.2,21.4,26,72,4,3,18,2,1.97,37,15,+22,+1.03,+0.55,30.1,22.4,+7.7,+0.36,+0.23
618,Catena,es ESP,DF,Rayo Vallecano,es La Liga,28-222,35,3103,89,90.7,34.5,35,89,32,0,,0,1.34,41,48,-7,-0.20,+0.08,41.0,44.3,-3.3,-0.10,+0.67
619,Yoann Cathline,fr FRA,"FW,MF",Lorient,fr Ligue 1,20-320,23,1090,47,31.9,12.1,11,75,4,12,22,6,1.22,13,16,-3,-0.25,-0.32,12.0,18.1,-6.0,-0.50,-0.21
620,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,26-111,26,2222,85,65.0,24.7,25,88,22,1,27,0,1.73,33,25,+8,+0.32,+1.23,31.3,31.5,-0.2,-0.01,+0.78
621,Edinson Cavani,uy URU,FW,Valencia,es La Liga,36-113,25,1449,58,42.4,16.1,20,69,4,5,14,1,0.88,18,15,+3,+0.19,+0.46,19.3,17.9,+1.5,+0.09,-0.11
622,Denis Cazzadori,it ITA,FW,Hellas Verona,it Serie A,19-083,0,,,,,0,,0,0,,1,,,,,,,,,,,
623,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,26-304,30,1564,52,45.7,17.4,19,74,5,11,15,3,2.17,26,14,+12,+0.69,-0.62,30.8,16.6,+14.1,+0.81,-0.28
624,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,27-168,2,43,22,1.3,0.5,0,,0,2,22,16,1.50,1,1,0,0.00,+0.35,0.8,1.0,-0.3,-0.53,-0.38
625,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,31-027,22,1418,64,41.5,15.8,18,73,6,4,27,8,0.73,15,23,-8,-0.51,+0.39,11.8,18.0,-6.2,-0.39,-0.03
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
626,Iván Cédric,es ESP,FW,Valladolid,es La Liga,21-167,0,,,,,0,,0,0,,3,,,,,,,,,,,
627,Assan Ceesay,gm GAM,FW,Lecce,it Serie A,29-082,34,1811,53,53.0,20.1,20,75,4,14,22,3,0.91,13,27,-14,-0.70,-0.75,16.6,22.4,-5.7,-0.29,-0.27
628,Emil Ceide,no NOR,FW,Sassuolo,it Serie A,21-277,19,515,27,15.1,5.7,5,58,0,14,16,17,0.95,8,9,-1,-0.17,+0.23,9.1,10.5,-1.4,-0.24,-0.34
629,Zeki Çelik,tr TUR,DF,Roma,it Serie A,26-110,24,1502,63,43.9,16.7,16,81,10,8,25,8,1.79,22,17,+5,+0.30,-0.03,24.3,13.7,+10.6,+0.63,-0.06
630,Álex Centelles,es ESP,DF,Almería,es La Liga,25-211,15,1123,75,32.8,12.5,11,88,9,4,38,12,1.06,19,21,-2,-0.16,+0.39,15.9,19.7,-3.8,-0.30,+0.22
631,Alberto Centis,it ITA,MF,Udinese,it Serie A,19-114,0,,,,,0,,0,0,,3,,,,,,,,,,,
632,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,27-142,23,1689,73,49.4,18.8,19,81,14,4,36,3,0.96,17,22,-5,-0.27,+0.41,20.9,22.7,-1.8,-0.10,+0.31
633,Michele Cerofolini,it ITA,GK,Fiorentina,it Serie A,24-154,5,450,90,13.2,5.0,5,90,5,0,,33,2.60,13,3,+10,+2.00,+2.00,8.5,4.1,+4.4,+0.88,+0.66
634,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,es La Liga,29-012,36,1894,53,55.4,21.0,21,76,6,15,21,1,1.11,19,37,-18,-0.86,-1.33,23.9,26.2,-2.3,-0.11,-0.08
635,Julio César Enciso,py PAR,"FW,MF",Brighton,eng Premier League,19-135,20,806,40,23.6,9.0,7,67,1,13,26,11,1.75,21,12,+9,+1.00,+0.66,21.4,14.7,+6.7,+0.75,+0.18
636,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,28-079,6,540,90,15.8,6.0,6,90,6,0,,12,1.67,13,13,0,0.00,-0.66,,,,,
637,Julian Chabot,de GER,DF,Köln,de Bundesliga,25-115,21,1803,86,58.9,20.0,21,86,18,0,,5,1.38,30,24,+6,+0.30,+1.09,28.7,22.4,+6.3,+0.31,+0.39
638,Florian Chabrolle,fr FRA,MF,Ajaccio,fr Ligue 1,25-061,7,329,47,9.6,3.7,3,90,3,4,15,15,0.43,3,12,-9,-2.46,-1.24,1.9,5.7,-3.8,-1.05,-0.64
639,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,18-022,13,582,45,17.0,6.5,6,74,2,7,20,19,1.92,9,12,-3,-0.46,-2.11,10.3,12.0,-1.7,-0.27,-1.27
640,Sofyan Chader,fr FRA,MF,Clermont Foot,fr Ligue 1,23-026,0,,,,,0,,0,0,,1,,,,,,,,,,,
641,Fares Chaïbi,dz ALG,"FW,MF",Toulouse,fr Ligue 1,20-191,36,2340,65,68.4,26.0,24,81,8,12,33,0,1.22,39,30,+9,+0.35,+1.60,36.8,37.5,-0.7,-0.03,+0.28
642,Nathaniel Chalobah,eng ENG,MF,Fulham,eng Premier League,28-177,4,12,3,0.4,0.1,1,7,0,3,2,10,1.50,0,0,0,0.00,-0.05,0.1,0.4,-0.3,-1.94,-1.49
643,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23-337,25,1608,64,47.0,17.9,18,86,15,7,8,10,1.20,20,24,-4,-0.22,+0.02,23.1,31.6,-8.5,-0.48,-0.75
644,Calum Chambers,eng ENG,"DF,MF",Aston Villa,eng Premier League,28-138,14,353,25,10.3,3.9,2,90,2,12,14,22,2.07,4,4,0,0.00,-0.15,3.5,5.6,-2.1,-0.53,-0.53
645,Luke Chambers,eng ENG,DF,Liverpool,eng Premier League,18-348,0,,,,,0,,0,0,,1,,,,,,,,,,,
646,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,33-070,6,86,14,2.8,1.0,0,,0,6,14,25,2.17,1,5,-4,-4.19,-4.49,1.2,2.1,-0.9,-0.94,-1.23
647,Gaëtan Charbonnier,fr FRA,"FW,MF",Auxerre,fr Ligue 1,34-162,6,254,42,7.4,2.8,3,72,1,3,13,0,0.83,3,9,-6,-2.13,-1.50,2.8,5.8,-3.0,-1.06,-0.69
648,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28-167,30,2491,83,72.8,27.7,27,90,27,3,20,2,1.30,31,37,-6,-0.22,+0.17,33.6,36.0,-2.4,-0.09,+0.90
649,Shea Charles,nir NIR,DF,Manchester City,eng Premier League,19-214,1,28,28,0.8,0.3,0,,0,1,28,1,0.00,0,1,-1,-3.21,-4.86,0.8,0.7,+0.1,+0.38,-0.85
650,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,32-092,34,2426,71,70.9,27.0,25,89,23,9,23,3,0.65,28,57,-29,-1.08,-0.44,25.4,59.8,-34.4,-1.28,-0.86
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
651,Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,es La Liga,25-058,16,366,23,10.7,4.1,2,68,0,14,17,18,1.75,7,7,0,0.00,+0.24,5.6,4.6,+1.0,+0.24,+0.45
652,Justin Che,us USA,DF,Hoffenheim,de Bundesliga,19-201,0,,,,,0,,0,0,,2,,,,,,,,,,,
653,Ivane Chegra,fr FRA,"MF,FW",Ajaccio,fr Ligue 1,19-096,6,193,32,5.6,2.1,1,45,0,5,30,1,0.67,1,5,-4,-1.87,-0.55,1.1,2.5,-1.3,-0.61,-0.15
654,Pape Cheikh Diop,sn SEN,MF,Elche,es La Liga,25-303,2,37,19,1.1,0.4,0,,0,2,19,10,0.33,2,1,+1,+2.43,+3.44,0.2,0.9,-0.8,-1.82,-0.98
655,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,19-294,34,1872,55,54.7,20.8,21,79,9,13,16,4,1.56,38,22,+16,+0.77,+0.65,36.4,28.1,+8.3,+0.40,+0.33
656,Luigi Cherubini,it ITA,FW,Roma,it Serie A,19-143,0,,,,,0,,0,0,,3,,,,,,,,,,,
657,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,28-136,6,207,35,6.1,2.3,2,55,0,4,24,13,0.50,1,7,-6,-2.61,-1.43,3.2,5.3,-2.2,-0.94,-0.42
658,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21-213,32,2880,90,84.2,32.0,32,90,32,0,,6,1.78,52,31,+21,+0.66,+0.66,58.4,31.8,+26.5,+0.83,+0.55
659,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,18-002,3,66,22,2.2,0.7,1,62,0,2,2,23,1.33,0,1,-1,-1.36,-1.00,0.3,2.9,-2.6,-3.52,-3.24
660,Federico Chiesa,it ITA,"DF,MF",Juventus,it Serie A,25-225,21,851,41,24.9,9.5,6,76,1,15,26,0,1.81,14,10,+4,+0.42,-0.24,14.9,10.0,+4.9,+0.52,+0.21
661,Mattia Chiesa,it ITA,GK,Hellas Verona,it Serie A,22-326,0,,,,,0,,0,0,,12,,,,,,,,,,,
662,Jeremiah Chilokoa-Mullen,sct SCO,DF,Leeds United,eng Premier League,18-355,0,,,,,0,,0,0,,3,,,,,,,,,,,
663,Ben Chilwell,eng ENG,"DF,MF",Chelsea,eng Premier League,26-168,23,1408,61,41.2,15.6,15,85,10,8,17,2,1.26,16,19,-3,-0.19,+0.08,20.2,18.4,+1.7,+0.11,+0.33
664,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,33-205,16,982,61,28.7,10.9,14,68,7,2,16,3,0.81,5,20,-15,-1.37,-0.71,7.2,18.0,-10.9,-1.00,-0.39
665,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,26-015,26,2028,78,59.3,22.5,25,80,10,1,28,2,0.96,20,29,-9,-0.40,+0.18,25.7,30.5,-4.7,-0.21,+0.11
666,Mannah Chiwisa,zm ZAM,MF,Atalanta,it Serie A,19-177,0,,,,,0,,0,0,,2,,,,,,,,,,,
667,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21-256,35,2461,70,72.0,27.3,26,87,17,9,24,2,1.40,51,44,+7,+0.26,+0.63,39.6,45.4,-5.8,-0.21,+0.18
668,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,27-058,23,1760,77,51.5,19.6,22,80,15,1,6,4,2.30,33,13,+20,+1.02,-0.60,34.9,19.5,+15.4,+0.79,-0.67
669,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,24-077,33,2970,90,97.1,33.0,33,90,33,0,,1,0.79,40,68,-28,-0.85,-1.85,37.4,56.6,-19.2,-0.58,+0.75
670,Ryan Christie,sct SCO,"MF,FW",Bournemouth,eng Premier League,28-105,32,1834,57,53.6,20.4,22,74,5,10,20,6,1.09,19,35,-16,-0.79,+0.24,21.2,30.8,-9.6,-0.47,+0.42
671,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,eng Premier League,19-230,14,354,25,10.4,3.9,2,72,0,12,18,7,1.29,2,7,-5,-1.27,-1.15,6.0,8.2,-2.2,-0.57,-0.54
672,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,es La Liga,24-016,37,2339,63,68.4,26.0,27,77,9,10,25,1,1.73,41,33,+8,+0.31,-0.61,42.0,35.2,+6.9,+0.26,-0.11
673,Darko Churlinov,mk MKD,FW,Stuttgart,de Bundesliga,22-331,1,27,27,0.9,0.3,0,,0,1,27,0,1.00,0,0,0,0.00,+0.36,0.1,1.1,-1.1,-3.52,-3.62
674,Víctor Chust,es ESP,DF,Cádiz,es La Liga,23-094,14,965,69,28.2,10.7,10,78,8,4,48,4,0.86,7,20,-13,-1.21,-0.85,8.7,20.1,-11.3,-1.06,-0.74
675,Aaron Ciammaglichella,it ITA,MF,Torino,it Serie A,18-132,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
676,Dorian Ciężkowski,pl POL,GK,Cremonese,it Serie A,22-077,0,,,,,0,,0,0,,3,,,,,,,,,,,
677,Tolga Ciğerci,tr TUR,MF,Hertha BSC,de Bundesliga,31-076,11,672,61,22.0,7.5,10,63,1,1,45,1,0.73,7,17,-10,-1.34,-0.70,8.3,10.9,-2.6,-0.35,+0.32
678,Yanis Cimignani,fr FRA,"MF,DF",Ajaccio,fr Ligue 1,21-136,8,279,35,8.2,3.1,3,68,1,5,15,4,0.63,3,2,+1,+0.32,+1.81,4.3,2.5,+1.8,+0.58,+1.14
679,Daniel Ciofani,it ITA,FW,Cremonese,it Serie A,37-311,32,1060,33,31.0,11.8,10,63,0,22,20,4,0.72,18,20,-2,-0.17,+1.01,14.5,18.3,-3.8,-0.32,+0.58
680,Tio Cipot,si SVN,"FW,DF",Spezia,it Serie A,20-048,8,139,17,4.1,1.5,0,,0,8,17,12,0.25,0,3,-3,-1.94,-1.17,1.6,3.0,-1.4,-0.93,-0.47
681,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,29-083,32,1282,40,37.5,14.2,12,77,6,20,18,6,1.47,9,27,-18,-1.26,-1.68,15.3,21.4,-6.1,-0.43,-0.43
682,Alphadjo Cissè,,MF,Hellas Verona,it Serie A,,0,,,,,0,,0,0,,3,,,,,,,,,,,
683,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,20-303,2,36,18,1.1,0.4,0,,0,2,18,18,0.00,0,1,-1,-2.50,-2.42,0.2,1.2,-1.0,-2.40,-2.14
684,Mattia Ciucci,it ITA,DF,Lecce,it Serie A,20-208,0,,,,,0,,0,0,,4,,,,,,,,,,,
685,Patrick Ciurria,it ITA,"DF,MF",Monza,it Serie A,28-118,36,2753,76,80.5,30.6,31,85,21,5,25,2,1.44,42,35,+7,+0.23,+1.71,38.5,40.0,-1.5,-0.05,+0.47
686,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,18-120,1,8,8,0.2,0.1,0,,0,1,8,5,3.00,1,0,+1,+11.25,+10.54,0.3,0.0,+0.3,+3.13,+2.57
687,Caden Clark,us USA,MF,RB Leipzig,de Bundesliga,20-011,0,,,,,0,,0,0,,5,,,,,,,,,,,
688,Alexis Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,25-001,2,64,32,1.9,0.7,1,45,0,1,19,2,0.00,0,3,-3,-4.22,-4.59,0.9,1.2,-0.3,-0.36,-0.70
689,Alexis Claude-Maurice,fr FRA,"MF,FW",Lens,fr Ligue 1,25-001,20,604,30,17.7,6.7,5,66,0,15,18,6,2.45,13,6,+7,+1.04,+0.02,12.1,7.0,+5.2,+0.77,+0.18
690,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,30-255,34,2590,76,75.7,28.8,32,79,16,2,30,0,1.94,52,27,+25,+0.87,+0.65,48.3,32.1,+16.2,+0.56,-0.15
691,Carlos Clerc,es ESP,"DF,MF",Elche,es La Liga,31-106,32,2639,82,77.2,29.3,31,84,21,1,22,5,0.72,24,50,-26,-0.89,+0.38,29.1,50.7,-21.7,-0.74,+0.51
692,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,32-063,22,1640,75,48.0,18.2,19,84,14,3,17,8,0.77,13,23,-10,-0.55,-0.60,15.7,25.7,-10.1,-0.55,-0.62
693,Conor Coady,eng ENG,"DF,MF",Wolves,eng Premier League,30-102,0,,,,,0,,0,0,,1,,,,,,,,,,,
694,Conor Coady,eng ENG,DF,Everton,eng Premier League,30-102,24,2096,87,61.3,23.3,23,90,22,1,36,11,1.00,16,28,-12,-0.52,+0.23,24.2,36.0,-11.8,-0.51,+0.09
695,Manu Cocca,ar ARG,DF,Elche,es La Liga,20-211,0,,,,,0,,0,0,,2,,,,,,,,,,,
696,Nicolò Cocetta,it ITA,DF,Udinese,it Serie A,19-170,1,32,32,0.9,0.4,0,,0,1,32,1,0.00,0,1,-1,-2.81,-2.81,0.4,0.6,-0.2,-0.64,-0.52
697,Marcus Coco,fr FRA,"FW,MF",Nantes,fr Ligue 1,26-348,26,640,25,18.7,7.1,6,62,0,20,13,10,1.08,8,7,+1,+0.14,+0.76,9.9,10.8,-0.9,-0.13,+0.16
