Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1770,Mario Lemina,ga GAB,MF,Fulham,eng Premier League,26,28,1703,61,49.8,18.9,19,80,8,9,20,2,0.89,14,27,-13,-0.69,-0.01,21.0,26.7,-5.7,-0.30,+0.03
1771,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,33,30,1934,64,56.5,21.5,24,76,3,6,19,5,1.23,32,43,-11,-0.51,-0.09,26.7,26.1,+0.6,+0.03,+0.31
1772,Tim Lemperle,de GER,FW,Köln,de Bundesliga,18,0,,,,,0,,0,0,,2,,,,,,,,,,,
1773,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,25,33,2475,75,72.4,27.5,29,84,23,4,11,2,2.09,61,29,+32,+1.16,-0.26,54.0,29.6,+24.3,+0.89,+0.09
1774,Bernd Leno,de GER,GK,Arsenal,eng Premier League,28,35,3131,89,91.5,34.8,35,89,34,0,,2,1.63,52,37,+15,+0.43,+0.12,46.2,40.3,+5.9,+0.17,-0.72
1775,Christopher Lenz,de GER,"DF,FW",Union Berlin,de Bundesliga,25,27,2248,83,73.5,25.0,27,83,17,0,,1,1.59,41,31,+10,+0.40,+0.73,32.9,30.5,+2.4,+0.10,-0.09
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1776,Carlos León,es ESP,MF,Granada,es La Liga,17,0,,,,,0,,0,0,,1,,,,,,,,,,,
1777,Pedro León,es ESP,"MF,FW",Eibar,es La Liga,33,24,935,39,27.3,10.4,10,69,1,14,18,13,0.46,4,15,-11,-1.06,-0.62,11.3,11.5,-0.1,-0.01,0.00
1778,Sergio León,es ESP,FW,Levante,es La Liga,31,28,748,27,21.9,8.3,6,65,0,22,16,7,1.21,14,9,+5,+0.60,+1.14,12.8,10.1,+2.7,+0.33,+0.86
1779,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,27,16,1159,72,33.9,12.9,13,83,7,3,27,0,0.88,14,25,-11,-0.85,-0.85,12.4,22.6,-10.2,-0.79,-0.33
1780,Mehdi Léris,dz ALG,"DF,MF",Sampdoria,it Serie A,22,20,386,19,11.3,4.3,3,67,1,17,11,18,1.45,7,4,+3,+0.70,+0.85,4.7,5.5,-0.8,-0.19,+0.10
1781,Khanya Leshabela,za RSA,MF,Leicester City,eng Premier League,20,1,10,10,0.3,0.1,0,,0,1,10,4,3.00,0,0,0,0.00,-0.48,1.4,0.0,+1.4,+12.46,+12.24
1782,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,29,0,,,,,0,,,0,,10,,,,,,,,,,,
1783,Karlo Letica,hr CRO,GK,Sampdoria,it Serie A,23,1,90,90,2.6,1.0,1,90,1,0,,30,3.00,3,0,+3,+3.00,+3.14,0.9,0.8,+0.1,+0.12,+0.41
1784,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,30,24,1570,65,45.9,17.4,18,79,13,6,26,0,0.88,19,30,-11,-0.63,+0.54,17.5,30.8,-13.3,-0.76,-0.26
1785,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,31,29,2458,85,80.3,27.3,28,87,22,1,34,0,2.24,85,37,+48,+1.76,+0.71,66.0,32.9,+33.1,+1.21,+0.81
1786,Harry Lewis,eng ENG,GK,Southampton,eng Premier League,22,0,,,,,0,,,0,,2,,,,,,,,,,,
1787,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,22,24,1837,77,53.7,20.4,20,89,19,4,15,12,1.04,24,37,-13,-0.64,-0.47,21.7,28.3,-6.6,-0.32,+0.15
1788,Aaron Leya Iseka,be BEL,FW,Metz,fr Ligue 1,22,21,1008,48,29.5,11.2,12,65,1,9,26,5,1.14,8,15,-7,-0.62,-0.74,13.5,12.3,+1.2,+0.10,+0.34
1789,Yanis Lhery,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,1,30,30,0.9,0.3,0,,0,1,30,0,0.00,0,0,0,0.00,+0.32,0.3,1.0,-0.7,-2.08,-2.07
1790,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,32,34,1829,54,53.5,20.3,19,80,6,15,21,0,1.15,26,30,-4,-0.20,+0.09,28.3,25.7,+2.6,+0.13,+0.16
1791,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,24,34,2993,88,97.8,33.3,34,88,32,0,,0,1.32,50,51,-1,-0.03,-1.37,44.3,51.3,-7.0,-0.21,-0.35
1792,Marius Liesegang,de GER,GK,Mainz 05,de Bundesliga,20,0,,,,,0,,0,0,,2,,,,,,,,,,,
1793,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,20,27,2220,82,64.9,24.7,25,88,22,2,10,2,2.07,49,27,+22,+0.89,-0.38,50.8,24.8,+26.0,+1.05,+0.37
1794,Isaac Lihadji,fr FRA,"MF,FW",Lille,fr Ligue 1,18,15,196,13,5.7,2.2,1,67,0,14,9,17,1.93,7,2,+5,+2.30,+1.29,4.9,3.1,+1.8,+0.82,+0.35
1795,Anthony Limbombe,be BEL,"FW,MF",Nantes,fr Ligue 1,26,0,,,,,0,,,0,,13,,,,,,,,,,,
1796,Dimitris Limnios,gr GRE,"MF,FW",Köln,de Bundesliga,22,12,378,32,12.4,4.2,2,61,0,10,26,9,0.25,3,6,-3,-0.71,+0.06,4.9,5.4,-0.5,-0.11,+0.31
1797,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,26,29,2585,89,75.6,28.7,29,89,28,0,,5,2.00,61,30,+31,+1.08,+1.29,47.8,30.3,+17.5,+0.61,+0.50
1798,Karol Linetty,pl POL,MF,Torino,it Serie A,25,27,1832,68,53.6,20.4,20,82,8,7,26,8,0.85,25,40,-15,-0.74,-0.51,23.4,33.6,-10.2,-0.50,-0.41
1799,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,eng Premier League,27,0,,,,,0,,,0,,4,,,,,,,,,,,
1800,Jesse Lingard,eng ENG,"MF,FW",West Ham,eng Premier League,27,16,1421,89,41.5,15.8,16,89,11,0,,0,1.88,30,19,+11,+0.70,+0.52,25.6,21.8,+3.9,+0.24,+0.11
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1801,Oscar Linnér,se SWE,GK,Arminia,de Bundesliga,23,0,,,,,0,,0,0,,33,,,,,,,,,,,
1802,Pol Lirola,es ESP,"DF,FW",Fiorentina,it Serie A,22,12,498,42,14.6,5.5,4,79,2,8,23,4,0.83,6,10,-4,-0.72,-0.48,5.7,11.1,-5.4,-0.97,-0.62
1803,Pol Lirola,es ESP,"DF,FW",Marseille,fr Ligue 1,22,19,1553,82,45.4,17.3,17,89,15,2,18,0,1.32,24,24,0,0.00,-0.34,21.7,20.5,+1.1,+0.06,+0.14
1804,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,30,18,1242,69,36.3,13.8,15,80,8,3,14,12,0.67,14,33,-19,-1.38,-0.47,10.9,24.7,-13.8,-1.00,-0.25
1805,Valentino Livramento,eng ENG,"DF,MF",Chelsea,eng Premier League,17,0,,,,,0,,,0,,2,,,,,,,,,,,
1806,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,26,15,1204,80,35.2,13.4,14,80,11,1,82,3,1.80,17,12,+5,+0.37,+0.25,15.6,20.9,-5.4,-0.40,-0.53
1807,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,26,1,90,90,2.6,1.0,1,90,1,0,,1,1.00,1,1,0,0.00,-0.57,0.3,0.8,-0.5,-0.50,-1.09
1808,Fernando Llorente,es ESP,FW,Udinese,it Serie A,35,14,713,51,20.8,7.9,8,70,0,6,25,5,1.07,5,12,-7,-0.88,-0.58,8.6,13.0,-4.3,-0.55,-0.46
1809,Fernando Llorente,es ESP,"FW,MF",Napoli,it Serie A,35,3,52,17,1.5,0.6,0,,0,3,17,8,1.33,2,0,+2,+3.46,+2.31,1.1,0.2,+0.9,+1.47,+0.82
1810,Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,es La Liga,25,37,2956,80,86.4,32.8,33,86,26,4,28,0,2.30,59,24,+35,+1.07,-0.29,44.2,32.7,+11.5,+0.35,-0.48
1811,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,33,38,3420,90,100.0,38.0,38,90,38,0,,0,1.63,68,45,+23,+0.61,,53.1,49.1,+4.0,+0.10,
1812,Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,24,18,945,53,27.6,10.5,11,69,0,7,27,2,1.89,22,10,+12,+1.14,+0.74,18.7,14.1,+4.6,+0.44,+0.46
1813,Julen Lobete,es ESP,FW,Real Sociedad,es La Liga,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
1814,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,25,15,154,10,4.5,1.7,0,,0,15,10,18,2.07,5,2,+3,+1.75,+0.60,3.6,3.4,+0.1,+0.07,-0.62
1815,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,22,34,2883,85,84.3,32.0,32,89,28,2,23,0,1.76,53,47,+6,+0.19,-0.15,48.2,48.6,-0.4,-0.01,-0.57
1816,Renan Lodi,br BRA,"DF,FW",Atlético Madrid,es La Liga,22,23,1129,49,33.0,12.5,11,79,7,12,22,12,2.04,26,11,+15,+1.20,+0.14,23.2,12.0,+11.1,+0.89,+0.71
1817,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,24,1,60,60,1.8,0.7,1,60,0,0,,0,3.00,2,1,+1,+1.50,+0.94,1.0,1.0,0.0,-0.05,-0.91
1818,Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,eng Premier League,24,30,1909,64,55.8,21.2,21,81,9,9,23,2,0.83,15,21,-6,-0.28,+0.91,24.8,27.2,-2.4,-0.11,+0.47
1819,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,27,2,135,68,4.4,1.5,1,90,1,1,45,25,1.00,2,3,-1,-0.67,-1.13,0.8,3.3,-2.5,-1.68,-1.97
1820,Andy Lonergan,ie IRL,GK,West Brom,eng Premier League,36,0,,,,,0,,,0,,1,,,,,,,,,,,
1821,Kevin Long,ie IRL,DF,Burnley,eng Premier League,29,8,637,80,18.6,7.1,7,90,7,1,7,21,0.63,4,13,-9,-1.27,-0.85,5.8,6.6,-0.8,-0.11,+0.36
1822,Shane Long,ie IRL,FW,Southampton,eng Premier League,33,11,210,19,6.1,2.3,1,89,0,10,12,7,1.18,2,6,-4,-1.71,-1.24,1.9,5.6,-3.7,-1.59,-1.36
1823,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,5,377,75,11.0,4.2,4,87,3,1,30,13,0.20,1,8,-7,-1.67,-1.40,1.5,7.3,-5.8,-1.37,-1.10
1824,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,22,22,1412,64,41.3,15.7,15,89,14,7,10,9,1.55,20,26,-6,-0.38,+0.07,19.2,24.3,-5.1,-0.33,+0.11
1825,Nigel Lonwijk,nl NED,DF,Wolves,eng Premier League,17,0,,,,,0,,,0,,3,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1826,Ademola Lookman,ng NGA,"FW,MF",Fulham,eng Premier League,22,34,2747,81,80.3,30.5,31,86,19,3,25,0,0.82,23,33,-10,-0.33,+1.81,34.7,39.0,-4.4,-0.14,+0.89
1827,Ademola Lookman,ng NGA,"FW,MF",RB Leipzig,de Bundesliga,22,0,,,,,0,,0,0,,1,,,,,,,,,,,
1828,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,29,38,3420,90,100.0,38.0,38,90,38,0,,0,2.00,81,43,+38,+1.00,,81.4,41.5,+39.9,+1.05,
1829,Rony Lopes,pt POR,"FW,MF",Nice,fr Ligue 1,24,28,1783,64,52.1,19.8,23,72,2,5,26,2,1.29,26,31,-5,-0.25,-0.36,26.8,28.0,-1.2,-0.06,+0.29
1830,Adrián López,es ESP,"FW,MF",Osasuna,es La Liga,32,17,481,28,14.1,5.3,5,68,0,12,12,11,1.12,6,5,+1,+0.19,+0.55,6.1,7.0,-0.9,-0.17,+0.08
1831,Javi López,es ESP,"DF,MF",Alavés,es La Liga,18,9,248,28,7.3,2.8,1,87,0,8,20,20,0.90,3,3,0,0.00,+0.60,3.4,2.3,+1.1,+0.39,+0.63
1832,Luis López,es ESP,GK,Real Madrid,es La Liga,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
1833,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,22,29,1864,64,54.5,20.7,22,77,8,7,24,5,1.62,33,27,+6,+0.29,+0.17,29.2,26.6,+2.6,+0.12,+0.10
1834,Maxime Lopez,fr FRA,"FW,MF",Marseille,fr Ligue 1,22,4,134,34,3.9,1.5,2,56,0,2,11,2,1.25,2,1,+1,+0.67,+0.51,1.8,3.0,-1.2,-0.81,-0.83
1835,Pedro López Muñoz,es ESP,DF,Huesca,es La Liga,36,22,1067,49,31.2,11.9,10,80,5,12,23,11,1.05,8,14,-6,-0.51,-0.01,12.0,11.6,+0.5,+0.04,+0.42
1836,Pau López,es ESP,GK,Roma,it Serie A,25,21,1817,87,53.1,20.2,20,90,20,1,17,12,1.76,37,29,+8,+0.40,+0.28,35.0,22.0,+13.0,+0.64,+0.27
1837,Roberto López,es ESP,"MF,FW",Real Sociedad,es La Liga,20,17,505,30,14.8,5.6,4,77,1,13,15,19,1.59,8,6,+2,+0.36,-0.23,8.0,5.8,+2.3,+0.40,-0.20
1838,Sergio López,es ESP,DF,Valladolid,es La Liga,21,0,,,,,0,,0,0,,1,,,,,,,,,,,
1839,Unai López,es ESP,MF,Athletic Club,es La Liga,24,26,1424,55,41.6,15.8,15,77,4,11,25,9,1.04,17,18,-1,-0.06,-0.29,17.6,14.3,+3.3,+0.21,+0.11
1840,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,18,4,256,64,7.5,2.8,3,84,2,1,3,1,0.75,3,4,-1,-0.35,-0.15,2.2,4.8,-2.6,-0.93,-0.26
1841,Jonas Lössl,dk DEN,GK,Everton,eng Premier League,31,0,,,,,0,,,0,,8,,,,,,,,,,,
1842,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
1843,Jordan Lotomba,ch SUI,"DF,MF",Nice,fr Ligue 1,21,30,2123,71,62.1,23.6,24,83,13,6,23,1,1.43,29,29,0,0.00,+0.21,28.5,34.0,-5.6,-0.24,-0.09
1844,Adrien Louveau,fr FRA,MF,Lens,fr Ligue 1,20,1,8,8,0.2,0.1,0,,0,1,8,1,1.00,0,0,0,0.00,-0.03,0.0,0.1,-0.1,-1.04,-1.29
1845,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,21,33,2379,72,69.6,26.4,28,81,13,5,20,1,1.12,33,39,-6,-0.23,-0.05,34.1,37.4,-3.2,-0.12,-0.01
1846,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,20,24,1386,58,40.5,15.4,14,75,9,10,33,9,1.58,17,17,0,0.00,+0.09,15.4,21.9,-6.5,-0.45,-0.55
1847,Max Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,8,550,69,16.1,6.1,7,72,4,1,47,25,0.50,5,10,-5,-0.82,+0.37,6.5,10.1,-3.6,-0.59,+0.23
1848,Eduard Löwen,de GER,"MF,DF",Hertha BSC,de Bundesliga,23,7,85,12,2.8,0.9,1,44,0,6,7,7,0.86,3,2,+1,+1.06,+1.42,2.3,2.4,0.0,-0.02,+0.15
1849,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,31,34,3060,90,89.5,34.0,34,90,34,0,,2,1.12,30,47,-17,-0.50,+0.75,35.9,50.2,-14.3,-0.42,-0.15
1850,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,27,29,1523,53,44.5,16.9,18,70,3,11,23,3,1.10,19,31,-12,-0.71,-0.23,17.5,25.7,-8.1,-0.48,+0.12
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1851,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,25,32,1965,61,57.5,21.8,23,76,9,9,24,0,2.06,45,20,+25,+1.15,-0.09,41.4,23.2,+18.2,+0.83,+0.40
1852,Sergio Lozano,es ESP,MF,Villarreal,es La Liga,21,0,,,,,0,,0,0,,1,,,,,,,,,,,
1853,Jan Luca Schuler,de GER,FW,Schalke 04,de Bundesliga,21,2,40,20,1.3,0.4,0,,0,2,20,0,0.50,0,0,0,0.00,+1.82,0.1,0.4,-0.3,-0.65,+0.55
1854,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,22,8,172,22,5.0,1.9,1,74,0,7,14,10,2.13,2,3,-1,-0.52,-1.60,4.2,1.6,+2.6,+1.34,+0.31
1855,Jean Lucas,br BRA,"MF,FW",Brest,fr Ligue 1,22,16,1011,63,29.6,11.2,11,83,7,5,20,0,0.69,13,18,-5,-0.45,-0.03,12.8,16.3,-3.6,-0.32,-0.15
1856,Igor Lucatelli,it ITA,GK,Benevento,it Serie A,16,0,,,,,0,,0,0,,35,,,,,,,,,,,
1857,Anderson Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,21,1604,76,52.4,17.8,18,86,12,3,16,7,1.10,13,23,-10,-0.56,+0.43,16.2,30.7,-14.5,-0.81,-0.23
1858,Jeison Lucumí,co COL,MF,Elche,es La Liga,25,2,49,25,1.4,0.5,1,45,0,1,4,14,2.00,2,0,+2,+3.67,+4.29,0.1,0.2,0.0,-0.07,+0.76
1859,Kilian Ludewig,de GER,"DF,FW",Schalke 04,de Bundesliga,20,6,520,87,17.0,5.8,6,87,5,0,,7,0.50,4,13,-9,-1.56,+0.28,4.8,12.7,-8.0,-1.38,-0.23
1860,Florentino Luís,pt POR,MF,Monaco,fr Ligue 1,20,9,241,27,7.0,2.7,2,52,0,7,20,6,1.89,4,6,-2,-0.75,-1.77,4.2,4.0,+0.2,+0.08,-0.88
1861,José Luis Gayà,es ESP,DF,Valencia,es La Liga,25,33,2846,86,83.2,31.6,32,89,29,1,12,1,1.21,47,47,0,0.00,+0.47,37.1,43.9,-6.8,-0.22,+0.23
1862,José Luis Morales,es ESP,"MF,FW",Levante,es La Liga,33,38,2439,64,71.3,27.1,30,75,6,8,24,0,1.08,36,42,-6,-0.22,+0.24,31.0,37.6,-6.6,-0.24,+0.34
1863,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,30,36,2428,67,71.0,27.0,25,88,23,11,21,1,2.06,61,35,+26,+0.96,-0.58,52.0,30.4,+21.7,+0.80,-0.29
1864,Luisinho,pt POR,DF,Huesca,es La Liga,35,5,179,36,5.2,2.0,2,79,0,3,7,13,0.80,3,5,-2,-1.01,-0.53,2.0,3.6,-1.6,-0.78,-0.55
1865,Luismi,es ESP,"DF,MF",Valladolid,es La Liga,28,0,,,,,0,,0,0,,2,,,,,,,,,,,
1866,Luismi,es ESP,"MF,DF",Elche,es La Liga,28,11,168,15,4.9,1.9,2,51,0,9,7,25,1.09,1,6,-5,-2.68,-2.24,0.7,3.4,-2.7,-1.47,-0.68
1867,David Luiz,br BRA,DF,Arsenal,eng Premier League,33,20,1396,70,40.8,15.5,17,80,13,3,12,2,1.45,26,18,+8,+0.52,+0.16,22.7,16.2,+6.6,+0.42,+0.33
1868,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,22,33,2781,84,81.3,30.9,32,86,21,1,18,4,1.36,43,41,+2,+0.06,-0.92,39.9,42.6,-2.7,-0.09,-0.66
1869,Jordan Lukaku,be BEL,"DF,MF",Lazio,it Serie A,26,0,,,,,0,,0,0,,1,,,,,,,,,,,
1870,Romelu Lukaku,be BEL,FW,Inter,it Serie A,27,36,2884,80,84.3,32.0,32,87,25,4,23,1,2.42,72,28,+44,+1.37,-0.31,61.5,32.9,+28.6,+0.89,-0.08
1871,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,17,0,,,,,0,,,0,,1,,,,,,,,,,,
1872,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,de Bundesliga,22,29,1855,64,60.6,20.6,21,76,3,8,32,0,1.00,29,35,-6,-0.29,+0.08,26.5,30.2,-3.7,-0.18,-0.04
1873,Saša Lukić,rs SRB,MF,Torino,it Serie A,23,32,2106,66,61.6,23.4,24,79,12,8,27,3,1.09,27,39,-12,-0.51,-0.03,27.4,36.4,-9.1,-0.39,-0.19
1874,Senad Lulić,ba BIH,DF,Lazio,it Serie A,34,16,718,45,21.0,8.0,8,63,1,8,27,5,1.75,13,11,+2,+0.25,+0.12,14.9,10.1,+4.8,+0.60,+0.40
1875,John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,26,28,2032,73,59.4,22.6,23,84,18,5,20,6,0.61,14,40,-26,-1.15,-0.05,19.6,36.6,-17.0,-0.75,+0.06
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1876,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,21,0,,,,,0,,0,0,,38,,,,,,,,,,,
1877,Sebastiano Luperto,it ITA,DF,Crotone,it Serie A,23,23,1879,82,54.9,20.9,22,85,15,1,11,8,0.61,28,54,-26,-1.25,-0.02,20.8,41.1,-20.3,-0.97,-0.38
1878,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,23,0,,,,,0,,0,0,,2,,,,,,,,,,,
1879,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,33,31,2768,89,90.5,30.8,31,89,30,0,,0,1.45,48,42,+6,+0.20,-0.11,42.3,40.0,+2.3,+0.07,-0.49
1880,Lyanco,br BRA,DF,Torino,it Serie A,23,23,1959,85,57.3,21.8,21,89,20,2,43,11,0.78,32,49,-17,-0.78,-0.66,29.4,38.9,-9.5,-0.44,-0.29
1881,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26,31,2418,78,70.7,26.9,29,82,13,2,21,2,0.97,29,40,-11,-0.41,+0.04,29.3,41.2,-11.9,-0.44,-0.20
1882,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,30,1,20,20,0.6,0.2,0,,0,1,20,0,3.00,0,0,0,0.00,+0.32,0.0,0.1,-0.1,-0.42,-0.38
1883,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,21,21,1115,53,32.6,12.4,13,75,5,8,17,9,1.00,9,14,-5,-0.40,-0.36,14.7,11.1,+3.6,+0.29,-0.18
1884,Matt Macey,eng ENG,GK,Arsenal,eng Premier League,25,0,,,,,0,,,0,,2,,,,,,,,,,,
1885,Darwin Machís,ve VEN,"FW,MF",Granada,es La Liga,27,32,2026,63,59.2,22.5,21,78,7,11,35,0,1.16,31,40,-9,-0.40,+0.18,25.4,31.6,-6.2,-0.28,+0.29
1886,Tim Maciejewski,de GER,FW,Union Berlin,de Bundesliga,19,1,8,8,0.3,0.1,0,,0,1,8,10,3.00,1,0,+1,+11.25,+11.07,0.5,0.0,+0.5,+5.16,+5.06
1887,Luca Mack,de GER,MF,Stuttgart,de Bundesliga,20,1,6,6,0.2,0.1,0,,0,1,6,2,3.00,0,0,0,0.00,-0.03,0.1,0.1,+0.1,+1.17,+1.19
1888,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,6,539,90,15.8,6.0,6,90,5,0,,0,1.67,8,7,+1,+0.17,+0.57,6.2,8.4,-2.2,-0.37,-0.40
1889,James Maddison,eng ENG,MF,Leicester City,eng Premier League,23,31,2099,68,61.4,23.3,24,81,11,7,23,0,1.87,40,28,+12,+0.51,+0.11,34.3,29.8,+4.6,+0.20,-0.16
1890,Mikail Maden,no NOR,FW,Schalke 04,de Bundesliga,18,1,6,6,0.2,0.1,0,,0,1,6,0,0.00,0,0,0,0.00,+1.80,0.0,0.0,0.0,0.00,+1.19
1891,Pablo Maffeo,es ESP,DF,Huesca,es La Liga,23,25,1964,79,57.4,21.8,25,79,11,0,,2,1.00,25,33,-8,-0.37,+0.31,21.4,27.1,-5.8,-0.26,-0.03
1892,Lisandro Magallán,ar ARG,DF,Crotone,it Serie A,26,28,2181,78,63.8,24.2,25,83,19,3,34,8,0.75,30,61,-31,-1.28,-0.12,25.9,46.3,-20.5,-0.84,-0.12
1893,Christian Maggio,it ITA,DF,Benevento,it Serie A,38,8,297,37,8.7,3.3,2,68,1,6,27,5,0.88,3,13,-10,-3.03,-2.31,2.2,9.3,-7.0,-2.13,-1.65
1894,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,22,33,2214,67,64.7,24.6,26,78,8,7,26,0,1.03,32,42,-10,-0.41,+0.34,29.6,39.6,-10.0,-0.41,+0.23
1895,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,35,10,440,44,12.9,4.9,7,59,0,3,8,21,1.80,9,4,+5,+1.02,+0.93,7.9,4.9,+3.0,+0.62,+0.62
1896,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,24,25,1510,60,44.2,16.8,15,81,9,10,30,4,1.28,24,22,+2,+0.12,+0.31,22.2,19.6,+2.5,+0.15,+0.46
1897,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,22,13,603,46,17.6,6.7,7,80,4,6,7,19,1.23,7,10,-3,-0.45,-0.03,11.4,8.8,+2.6,+0.39,+0.73
1898,Frankie Maguire,eng ENG,MF,Sheffield Utd,eng Premier League,17,0,,,,,0,,,0,,4,,,,,,,,,,,
1899,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27,34,3047,90,89.1,33.9,34,90,33,0,,0,2.06,66,36,+30,+0.89,+1.13,54.6,35.8,+18.8,+0.56,+0.61
1900,Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,20,2,66,33,1.9,0.7,1,45,0,1,21,7,0.00,1,1,0,0.00,+0.56,0.9,1.1,-0.2,-0.21,-0.01
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1901,Hicham Mahou,fr FRA,FW,Nice,fr Ligue 1,21,2,34,17,1.0,0.4,0,,0,2,17,4,0.00,0,2,-2,-5.29,-5.27,0.2,1.4,-1.2,-3.16,-2.99
1902,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,29,27,1949,72,57.0,21.7,23,82,13,4,14,10,2.33,48,22,+26,+1.20,-0.33,35.1,21.0,+14.0,+0.65,-0.82
1903,Arne Maier,de GER,MF,Arminia,de Bundesliga,21,16,1034,65,33.8,11.5,13,78,5,3,6,5,1.19,7,16,-9,-0.78,-0.03,12.9,17.7,-4.8,-0.42,+0.43
