Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
139,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,6.3,432,22,122,176,137,9,432,14,8,57.1,6,42.9,203,794,434,11,11,0,12,7,231,29
140,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,10.9,331,17,38,150,144,47,330,6,1,16.7,5,83.3,147,643,167,6,1,2,30,18,229,44
141,Ezequiel Ávila,ar ARG,"FW,MF",Huesca,es La Liga,24,22.2,879,27,106,365,417,99,878,46,22,47.8,24,52.2,506,2852,1336,55,33,18,52,28,611,131
142,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,13.1,485,7,50,231,216,56,485,26,11,42.3,15,57.7,273,1734,667,31,9,9,47,32,325,90
143,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,27.2,1751,186,925,746,90,23,1751,17,12,70.6,5,29.4,1018,5809,3592,31,16,1,9,5,1098,12
144,Floyd Ayité,tg TOG,"FW,MF",Fulham,eng Premier League,29,5.3,272,6,38,140,98,14,272,17,10,58.8,7,41.2,160,1122,489,14,10,4,20,13,191,44
145,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,37.8,3352,121,993,1493,873,48,3352,22,10,45.5,12,54.5,1605,5682,3081,46,64,9,33,9,2168,205
146,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,23.4,1357,203,836,502,26,11,1357,5,4,80.0,1,20.0,740,3135,1515,5,1,0,14,3,734,3
147,Florian Baak,de GER,MF,Hertha BSC,de Bundesliga,19,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
148,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1.4,102,3,31,59,14,1,102,0,0,,0,,56,256,147,2,1,1,3,1,57,2
149,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,16.5,514,29,47,219,256,74,512,21,10,47.6,11,52.4,316,1401,514,15,14,11,64,28,368,97
150,Ryan Babel,nl NED,"FW,MF",Fulham,eng Premier League,31,13.9,649,19,66,335,255,30,649,34,27,79.4,7,20.6,391,2802,1218,42,35,7,37,28,508,109
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
151,Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,14.1,382,4,27,150,208,63,381,19,12,63.2,7,36.8,241,1262,642,21,17,15,26,27,288,89
152,Juninho Bacuna,cw CUW,"MF,DF",Huddersfield,eng Premier League,20,15.7,990,17,181,613,214,10,990,50,26,52.0,24,48.0,539,2602,1215,24,24,3,39,17,605,30
153,Leandro Bacuna,cw CUW,MF,Cardiff City,eng Premier League,26,6.2,237,15,72,128,45,2,237,7,5,71.4,2,28.6,72,687,421,11,7,1,11,5,71,5
154,Milan Badelj,hr CRO,MF,Lazio,it Serie A,29,12.7,1034,26,201,666,180,4,1034,37,29,78.4,8,21.6,552,2441,1216,19,13,3,10,9,703,12
155,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17,19.6,1243,97,576,648,24,9,1243,1,1,100.0,0,0.0,799,4027,2654,18,4,0,4,5,865,2
156,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,5.8,322,35,166,156,1,0,322,0,0,,0,,165,842,468,0,0,0,3,0,196,0
157,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,27.4,785,4,27,380,384,105,782,17,6,35.3,11,64.7,459,2332,700,31,21,17,102,59,557,173
158,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,34,31.3,1942,59,498,1221,253,8,1942,26,16,61.5,10,38.5,970,5085,2557,50,38,2,32,26,1069,34
159,Leon Bailey,jm JAM,FW,Leverkusen,de Bundesliga,20,21.3,1203,17,145,454,626,87,1203,77,53,68.8,24,31.2,664,4893,2471,102,46,26,63,43,834,240
160,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,7.1,390,56,215,167,11,7,390,5,4,80.0,1,20.0,191,868,338,3,1,0,5,1,233,2
161,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,4.2,291,11,52,165,75,0,291,1,0,0.0,1,100.0,127,476,301,6,6,0,1,1,155,13
162,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,16.3,609,47,162,328,128,16,609,24,10,41.7,14,58.3,262,1417,618,17,16,0,30,18,308,40
163,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,23,25.6,1679,74,358,1089,256,30,1679,84,60,71.4,24,28.6,1071,5565,2908,49,54,5,55,42,1126,45
164,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,20,10.4,558,13,99,339,124,18,558,18,8,44.4,10,55.6,341,1379,645,13,3,5,13,9,380,32
165,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26,22.4,1157,198,631,489,39,28,1157,1,1,100.0,0,0.0,485,2345,1391,1,4,0,4,2,589,4
166,Keita Baldé,sn SEN,FW,Inter,it Serie A,23,9.9,450,3,28,141,289,56,450,34,20,58.8,14,41.2,330,2327,1132,57,25,19,25,16,368,98
167,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,29,19.8,997,14,92,441,473,92,996,44,24,54.5,20,45.5,669,4094,1802,73,44,25,24,19,822,205
168,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,5.8,272,20,96,132,46,0,272,2,2,100.0,0,0.0,119,520,265,7,4,0,2,2,132,9
169,Andrija Balić,hr CRO,"FW,MF",Udinese,it Serie A,20,0.3,28,1,6,14,10,0,28,1,0,0.0,1,100.0,17,88,30,0,0,0,0,2,18,2
170,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,17.7,975,44,291,504,191,15,975,31,18,58.1,13,41.9,462,2550,1482,36,31,5,25,22,485,63
171,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,21,17.7,1066,31,270,533,283,11,1066,51,30,58.8,21,41.2,523,3430,2081,63,46,5,21,15,547,82
172,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,12.0,806,17,145,524,142,2,806,4,4,100.0,0,0.0,449,2183,1208,15,11,0,13,10,567,13
173,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,6.6,300,35,183,113,6,6,300,1,0,0.0,1,100.0,117,483,141,1,0,0,9,2,148,1
174,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,27,8.4,345,10,20,174,154,28,345,15,3,20.0,12,80.0,194,803,336,10,13,5,30,9,272,60
175,Mario Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,10.4,337,8,25,178,138,32,337,17,10,58.8,7,41.2,193,913,435,17,17,3,10,6,259,38
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
176,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28,28.6,1540,58,480,759,312,17,1540,26,15,57.7,11,42.3,647,3223,2009,60,41,9,21,14,746,79
177,Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,22,33.4,1606,9,188,774,681,92,1605,76,34,44.7,42,55.3,1114,7785,3715,112,105,26,80,82,1173,265
178,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,27.5,1016,195,567,418,49,28,1016,20,14,70.0,6,30.0,289,1565,702,6,5,0,20,11,245,2
179,Yacine Bammou,ma MAR,"FW,MF",Caen,fr Ligue 1,26,10.3,452,21,76,208,172,24,451,6,3,50.0,3,50.0,224,995,412,12,13,4,20,17,282,63
180,Éver Banega,ar ARG,MF,Sevilla,es La Liga,30,29.6,2527,55,574,1507,484,17,2525,81,59,72.8,22,27.2,1546,7883,4241,50,33,7,43,58,1759,58
181,Mattia Bani,it ITA,DF,Chievo,it Serie A,24,29.0,1647,236,976,631,53,21,1647,2,1,50.0,1,50.0,781,3467,1997,4,6,1,14,7,927,11
182,Léo Baptistão,br BRA,"FW,MF",Espanyol,es La Liga,25,13.7,565,17,90,231,258,48,564,32,21,65.6,11,34.4,327,2161,1220,36,19,13,35,16,374,97
183,Antonín Barák,cz CZE,"MF,FW",Udinese,it Serie A,23,3.7,211,3,39,129,44,1,211,4,3,75.0,1,25.0,149,779,369,9,7,0,6,7,163,11
184,Federico Barba,it ITA,DF,Chievo,it Serie A,24,27.6,1567,146,707,730,147,12,1567,7,3,42.9,4,57.1,696,3366,2067,30,14,1,9,4,820,34
185,Danilo Barbosa,br BRA,MF,Nice,fr Ligue 1,22,17.2,890,29,181,532,186,31,890,53,33,62.3,20,37.7,457,2297,1250,27,19,7,42,39,670,63
186,Enis Bardhi,mk MKD,MF,Levante,es La Liga,23,31.5,1564,57,307,745,545,40,1564,72,43,59.7,29,40.3,838,4858,2567,68,62,8,69,56,995,128
187,Francesco Bardi,it ITA,GK,Frosinone,it Serie A,26,3.0,82,71,82,0,0,0,82,0,0,,0,,41,272,187,0,0,0,1,0,24,0
188,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,33,18.6,990,80,278,518,202,5,990,8,4,50.0,4,50.0,334,1842,885,19,21,2,9,6,405,23
189,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,21,34.5,2423,43,363,1395,707,58,2422,67,42,62.7,25,37.3,1472,8731,4219,112,86,21,113,63,1683,139
190,Philipp Bargfrede,de GER,"MF,DF",Werder Bremen,de Bundesliga,29,12.0,730,59,238,440,57,1,730,7,4,57.1,3,42.9,337,1718,893,8,4,0,15,6,397,6
191,Antonino Barillà,it ITA,MF,Parma,it Serie A,30,29.1,1131,68,333,549,269,22,1131,32,14,43.8,17,53.1,638,2916,1415,30,30,3,38,27,697,84
192,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,24,13.8,1121,24,135,657,339,38,1121,22,15,68.2,7,31.8,703,3329,1465,32,35,3,19,33,901,50
193,Aymen Barkok,ma MAR,MF,Düsseldorf,de Bundesliga,20,5.7,283,4,52,155,79,4,283,10,7,70.0,3,30.0,161,1048,472,8,9,1,9,9,192,24
194,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,28,26.5,874,34,86,394,401,106,872,13,7,53.8,6,46.2,432,1603,602,23,15,13,84,39,638,142
195,Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,20,11.2,473,6,37,144,301,78,473,49,30,61.2,19,38.8,334,2592,1569,62,23,28,29,15,360,115
196,Antonio Barragán,es ESP,"DF,FW",Betis,es La Liga,31,10.4,731,38,198,286,250,15,731,9,3,33.3,6,66.7,361,1739,781,21,9,6,14,4,497,99
197,Antonio Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,0.1,3,0,0,2,1,0,3,0,0,,0,,3,19,17,0,0,0,0,0,3,1
198,Antonio Barreca,it ITA,DF,Monaco,fr Ligue 1,23,6.6,359,13,117,164,83,10,359,10,2,20.0,8,80.0,154,893,434,15,8,4,12,6,173,29
199,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,1.0,34,2,10,18,7,1,34,3,3,100.0,0,0.0,14,81,45,2,1,1,0,0,14,0
200,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,16,4.4,175,5,25,64,93,14,175,32,19,59.4,13,40.6,119,853,441,14,11,5,15,8,118,30
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
201,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,34,8.7,596,12,97,337,163,15,596,6,1,16.7,5,83.3,275,899,406,4,8,0,12,6,431,36
202,Musa Barrow,gm GAM,FW,Atalanta,it Serie A,19,6.7,352,1,14,115,229,47,352,19,7,36.8,12,63.2,260,1546,739,33,20,17,41,13,289,79
203,Fin Bartels,de GER,"MF,FW",Werder Bremen,de Bundesliga,31,0.3,8,0,2,5,2,1,8,0,0,,0,,7,119,46,1,1,0,1,1,6,1
204,Marc Bartra,es ESP,DF,Betis,es La Liga,27,32.5,2679,236,1175,1398,125,21,2679,22,13,59.1,9,40.9,1569,9118,5799,32,43,3,26,13,1894,10
205,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,37,2.9,216,15,76,133,7,0,216,1,0,0.0,1,100.0,147,622,360,3,1,0,0,3,165,0
206,Daniele Baselli,it ITA,MF,Torino,it Serie A,26,26.4,1551,40,260,829,479,40,1551,31,22,71.0,9,29.0,770,4418,2181,50,41,2,51,33,950,73
207,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,21,14.8,782,18,110,472,209,11,782,30,18,60.0,12,40.0,456,2453,1078,20,16,1,28,18,518,58
208,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1.0,39,6,18,21,0,0,39,0,0,,0,,16,54,47,0,0,0,0,0,17,0
209,Borja Bastón,es ESP,FW,Alavés,es La Liga,25,16.0,471,14,56,224,194,49,471,9,5,55.6,4,44.4,230,878,319,10,10,2,39,18,327,75
210,Alessandro Bastoni,it ITA,DF,Parma,it Serie A,19,18.8,843,133,465,365,24,6,843,7,5,71.4,2,28.6,453,2368,1282,7,9,4,3,2,449,1
211,Bastos,ao ANG,DF,Lazio,it Serie A,27,12.7,680,67,292,325,68,11,680,12,10,83.3,2,16.7,418,2562,1533,24,13,1,7,4,446,8
212,Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,8.3,250,4,28,121,106,40,250,16,9,56.3,7,43.8,135,756,285,13,8,6,16,12,166,44
213,Michy Batshuayi,be BEL,FW,Valencia,es La Liga,24,5.9,202,4,20,93,93,28,202,10,4,40.0,6,60.0,125,597,250,9,4,4,19,18,165,36
214,Robert Bauer,de GER,DF,Nürnberg,de Bundesliga,23,19.1,1037,99,362,465,220,4,1037,7,4,57.1,3,42.9,388,2253,1293,31,24,1,16,6,476,49
215,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,33.0,1375,981,1341,36,0,0,1375,0,0,,0,,728,3705,2451,0,0,0,0,0,637,0
216,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,18.0,1073,133,578,463,41,12,1073,5,4,80.0,1,20.0,507,2704,1532,5,7,0,6,1,601,7
217,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,17.3,1554,46,329,986,243,21,1554,20,15,75.0,5,25.0,715,3311,1646,21,13,2,14,15,1125,25
218,Christoph Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,0.9,48,0,8,28,13,2,48,6,5,83.3,1,16.7,37,312,255,9,3,1,3,1,34,1
219,Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,23,6.6,223,6,10,116,97,33,223,8,5,62.5,3,37.5,83,350,117,4,2,3,18,14,152,27
220,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,0.8,42,7,22,20,0,0,42,0,0,,0,,22,114,32,0,1,0,0,0,20,0
221,Paul Baysse,fr FRA,DF,Caen,fr Ligue 1,30,19.9,1052,142,581,449,31,17,1052,1,1,100.0,0,0.0,493,2308,1213,5,2,0,4,2,609,4
222,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Hannover 96,de Bundesliga,21,1.7,53,3,10,19,29,9,53,8,2,25.0,6,75.0,37,338,174,6,5,1,9,2,29,17
223,Claudio Beauvue,gp GLP,"FW,MF",Caen,fr Ligue 1,30,16.7,603,27,80,287,245,66,602,26,10,38.5,16,61.5,298,1375,544,22,18,6,56,16,426,116
224,Bebé,cv CPV,"FW,MF",Rayo Vallecano,es La Liga,28,14.5,736,19,123,285,359,20,736,60,35,58.3,25,41.7,470,4255,1995,78,56,9,39,30,498,105
225,Bebé,cv CPV,MF,Eibar,es La Liga,28,0.7,45,0,3,12,31,3,45,2,0,0.0,2,100.0,33,246,102,4,5,0,4,0,35,11
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
226,Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,de Bundesliga,24,11.8,604,11,74,295,254,34,603,57,35,61.4,22,38.6,330,2346,1302,48,39,10,29,21,405,97
227,Uffe Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,0.2,16,0,1,7,9,2,16,3,2,66.7,1,33.3,9,87,37,3,1,0,0,1,12,4
228,Andreas Beck,de GER,DF,Stuttgart,de Bundesliga,31,19.7,1077,61,329,524,232,13,1077,11,9,81.8,2,18.2,464,2278,1017,15,9,0,29,11,558,48
229,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,22,23.9,1237,179,583,627,35,12,1237,3,1,33.3,2,66.7,450,2057,1134,7,4,2,4,5,473,2
230,Andrea Beghetto,it ITA,DF,Frosinone,it Serie A,23,24.7,1336,66,406,499,440,28,1336,21,7,33.3,14,66.7,618,2704,1527,34,34,6,17,10,749,141
231,Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,31,24.0,718,655,717,1,0,0,718,0,0,,0,,349,1804,1181,0,0,0,2,0,210,0
232,Valon Behrami,ch SUI,MF,Udinese,it Serie A,33,15.1,674,42,202,420,59,7,674,10,5,50.0,5,50.0,280,1164,468,4,1,1,15,18,284,5
233,Hanno Behrens,de GER,MF,Nürnberg,de Bundesliga,28,29.3,1233,82,372,603,271,77,1229,16,8,50.0,8,50.0,500,2637,1278,25,20,4,41,15,692,54
234,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,26,20.7,688,14,48,233,419,166,688,55,38,69.1,17,30.9,408,2667,1345,63,29,39,38,32,538,210
235,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,26,25.0,1497,152,685,757,83,25,1497,17,14,82.4,3,17.6,853,4620,3015,24,17,0,11,11,892,8
236,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,28,11.7,643,4,89,229,340,46,643,39,20,51.3,19,48.7,405,3018,1647,49,37,15,21,28,511,140
237,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,23,17.0,1117,48,300,459,364,52,1117,23,15,65.2,8,34.8,577,3433,1794,48,28,9,20,15,702,121
238,Andrea Belotti,it ITA,FW,Torino,it Serie A,24,36.7,1280,27,90,506,705,194,1274,82,34,41.5,48,58.5,753,4375,2168,82,76,34,113,76,995,267
239,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,19,16.9,1005,28,222,620,178,10,1005,15,12,80.0,3,20.0,625,2995,1212,15,17,1,20,21,702,29
240,Hatem Ben Arfa,fr FRA,"FW,MF",Rennes,fr Ligue 1,31,22.6,1234,0,71,645,553,58,1231,207,116,56.0,91,44.0,882,7166,3650,121,104,30,56,64,940,114
241,Wissam Ben Yedder,fr FRA,FW,Sevilla,es La Liga,27,31.2,1082,4,63,397,643,210,1080,81,46,56.8,35,43.2,661,3729,1994,72,57,33,65,37,788,249
242,Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,22.9,705,639,704,1,0,0,705,0,0,,0,,331,2022,1463,0,0,0,0,0,231,0
243,Marco Benassi,it ITA,MF,Fiorentina,it Serie A,23,25.4,1090,32,148,538,413,70,1090,24,16,66.7,8,33.3,613,3151,1785,58,35,8,33,15,746,148
244,Medhi Benatia,ma MAR,DF,Juventus,it Serie A,31,5.0,374,34,172,192,14,3,374,2,2,100.0,0,0.0,226,1032,523,3,2,0,0,2,260,0
245,Lars Bender,de GER,"MF,DF",Leverkusen,de Bundesliga,29,15.1,1102,36,257,623,229,35,1102,14,10,71.4,4,28.6,460,2138,1131,16,24,2,19,4,660,65
246,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,29,22.1,1939,132,798,1103,49,18,1939,6,5,83.3,1,16.7,1000,5272,2410,12,7,1,13,3,1303,0
247,László Bénes,sk SVK,"MF,FW",M'Gladbach,de Bundesliga,20,0.3,21,1,8,13,0,0,21,0,0,,0,,10,44,17,0,0,0,2,0,10,0
248,Nicolas Benezet,fr FRA,"MF,FW",Guingamp,fr Ligue 1,27,18.5,1103,6,114,486,517,63,1103,50,34,68.0,16,32.0,610,4386,1991,66,47,14,65,54,741,163
249,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,25,35.0,1213,1142,1213,0,0,0,1213,0,0,,0,,520,2423,1732,0,0,0,1,0,489,0
250,Ismaël Bennacer,dz ALG,MF,Empoli,it Serie A,20,32.9,2347,75,524,1419,442,10,2347,85,66,77.6,19,22.4,1401,7995,3699,49,51,8,54,44,1452,57
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
251,Joe Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,29.3,1227,117,373,570,294,13,1227,34,24,70.6,10,29.4,384,1979,1050,28,19,4,10,11,432,41
252,Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,28,34.0,1733,177,704,916,122,24,1733,4,3,75.0,1,25.0,721,2960,1828,14,11,0,5,1,973,10
253,Yassine Benrahou,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,19,2.0,149,1,21,58,73,4,149,9,2,22.2,7,77.8,71,548,200,6,9,2,6,4,102,19
254,Ramy Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,23.9,1582,91,523,769,305,25,1582,28,12,42.9,16,57.1,751,4433,2726,61,41,4,31,10,854,93
255,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,23,19.9,1126,36,198,733,214,17,1123,27,21,77.8,6,22.2,499,2980,1466,42,25,4,10,12,647,39
256,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,21,22.3,1482,60,262,916,321,22,1482,33,19,57.6,14,42.4,919,4398,2163,36,27,3,27,24,1043,65
257,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,27,9.0,354,19,34,168,154,49,354,8,5,62.5,3,37.5,153,668,190,6,5,4,27,15,279,53
258,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,30,32.8,1531,27,72,639,828,202,1528,74,47,63.5,26,35.1,1012,5582,2583,110,67,46,62,48,1252,273
259,Yassine Benzia,dz ALG,MF,Lille,fr Ligue 1,23,1.8,111,1,6,68,37,3,111,1,1,100.0,0,0.0,83,373,161,5,4,0,0,0,94,6
260,Domenico Berardi,it ITA,"FW,MF",Sassuolo,it Serie A,23,31.9,1753,28,193,667,923,97,1752,94,46,48.9,48,51.1,1120,6933,3446,106,85,31,78,51,1278,310
261,Yuri Berchiche,es ESP,"DF,FW",Athletic Club,es La Liga,28,34.7,2118,106,629,950,568,37,2118,56,33,58.9,23,41.1,1043,6258,3519,90,72,9,41,19,1146,138
262,Álex Berenguer,es ESP,"MF,DF",Torino,it Serie A,23,16.5,980,11,123,419,454,50,980,66,33,50.0,33,50.0,575,3939,2000,63,54,15,52,51,669,166
263,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,26,24.4,1805,82,490,916,412,13,1805,37,23,62.2,14,37.8,958,4533,2521,51,30,1,20,19,1152,97
264,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,27,19.5,868,43,152,294,438,49,868,40,16,40.0,24,60.0,454,3073,1494,55,37,5,41,28,476,108
265,Markel Bergara,es ESP,MF,Getafe,es La Liga,32,0.6,33,2,7,17,9,1,33,1,0,0.0,1,100.0,11,67,27,1,2,0,3,0,15,2
266,Robert Berić,si SVN,FW,Saint-Étienne,fr Ligue 1,27,13.1,343,3,20,184,140,62,343,15,5,33.3,10,66.7,159,596,217,6,5,7,33,16,248,52
267,Etrit Berisha,al ALB,GK,Atalanta,it Serie A,29,18.0,511,431,509,2,0,0,511,0,0,,0,,234,1242,858,0,0,0,0,0,173,0
268,Valon Berisha,xk KVX,"MF,FW",Lazio,it Serie A,25,2.2,178,2,26,110,45,1,178,1,1,100.0,0,0.0,82,439,212,6,3,0,6,2,120,9
269,Bernard,br BRA,"FW,MF",Everton,eng Premier League,25,23.5,1180,20,202,473,521,69,1180,82,40,48.8,42,51.2,754,4838,2619,99,66,33,74,40,797,202
270,Federico Bernardeschi,it ITA,"MF,FW",Juventus,it Serie A,24,16.4,892,15,95,363,449,77,892,40,21,52.5,19,47.5,590,3909,1770,58,33,23,29,17,640,153
271,Bernardo,br BRA,DF,Brighton,eng Premier League,23,19.5,1295,98,448,591,266,10,1295,22,14,63.6,8,36.4,581,3139,1924,46,35,2,26,12,590,53
272,Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,21,38.0,1227,951,1216,11,0,0,1227,0,0,,0,,516,2852,2096,0,0,0,0,0,376,0
273,Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,25,20.4,1384,47,276,692,421,46,1384,32,18,56.3,14,43.8,813,3767,2003,50,28,13,29,22,996,152
274,Antoine Bernede,fr FRA,MF,Paris S-G,fr Ligue 1,19,1.9,197,3,32,140,26,0,197,0,0,,0,,115,435,175,0,3,0,2,4,153,4
275,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,20,1.0,37,28,37,0,0,0,37,0,0,,0,,10,109,72,0,0,0,0,0,10,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
276,Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,28,24.0,1342,71,286,591,470,27,1342,20,6,30.0,14,70.0,517,2791,1445,49,34,8,30,7,661,102
277,Daniel Bessa,it ITA,MF,Genoa,it Serie A,25,27.1,1338,16,206,583,579,55,1338,24,16,66.7,8,33.3,812,5115,2743,81,68,12,45,31,873,142
278,Marcus Bettinelli,eng ENG,GK,Fulham,eng Premier League,26,7.0,267,230,267,0,0,0,267,0,0,,0,,94,510,353,0,0,0,1,0,107,0
279,Jordan Beyer,de GER,DF,M'Gladbach,de Bundesliga,18,8.0,576,50,247,279,53,6,576,10,7,70.0,3,30.0,315,1696,1028,10,8,1,7,4,372,13
280,Jonathan Biabiany,fr FRA,FW,Parma,it Serie A,30,11.9,460,27,125,207,138,8,460,31,20,64.5,11,35.5,279,1842,932,27,22,2,29,21,288,52
281,Giulian Biancone,fr FRA,DF,Monaco,fr Ligue 1,18,1.0,59,4,21,28,11,0,59,0,0,,0,,26,151,85,0,1,0,2,0,31,4
282,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,28,19.9,1411,119,549,789,78,14,1411,0,0,,0,,761,4535,2783,47,17,1,5,8,908,4
283,Pedro Bigas,es ESP,DF,Eibar,es La Liga,27,6.5,346,24,118,219,10,4,346,1,0,0.0,1,100.0,171,1144,620,6,2,0,1,1,194,0
284,Lucas Biglia,ar ARG,MF,Milan,it Serie A,32,12.4,974,52,298,564,118,2,974,4,3,75.0,1,25.0,494,1914,936,11,8,0,10,12,627,4
