Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2415,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,22,11.6,909,27,174,514,225,26,909,6,1,16.7,5,83.3,551,2976,1736,35,22,3,18,7,592,99
2416,Cedric Teuchert,de GER,"FW,MF",Schalke 04,de Bundesliga,21,1.8,35,0,2,17,16,3,35,3,1,33.3,2,66.7,20,67,15,1,0,0,10,2,21,6
2417,Florian Thauvin,fr FRA,"FW,MF",Marseille,fr Ligue 1,25,29.0,1656,9,96,811,775,156,1654,116,58,50.0,57,49.1,1175,7353,3473,141,92,55,93,59,1317,299
2418,Cyril Théréau,fr FRA,"FW,MF",Fiorentina,it Serie A,35,0.3,12,1,2,6,4,1,12,0,0,,0,,6,61,3,0,0,0,0,0,10,2
2419,Cyril Théréau,fr FRA,FW,Cagliari,it Serie A,35,1.5,77,2,6,43,28,3,77,3,2,66.7,1,33.3,48,217,59,2,0,0,1,6,66,16
2420,Sada Thioub,sn SEN,"MF,FW",Nîmes,fr Ligue 1,23,27.5,1295,14,185,510,626,110,1295,116,72,62.1,44,37.9,885,6969,3869,149,75,61,83,61,970,225
2421,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,30,26.6,1482,160,730,733,31,22,1482,0,0,,0,,664,2679,1557,9,5,0,6,2,919,3
2422,Adrien Thomasson,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,24,27.5,1480,12,201,681,616,71,1480,32,21,65.6,11,34.4,899,3972,1800,47,55,16,69,43,1093,193
2423,Erik Thommy,de GER,"MF,FW",Stuttgart,de Bundesliga,23,8.8,451,8,72,176,210,21,451,21,8,38.1,13,61.9,250,1568,745,27,23,6,24,18,286,62
2424,Marcus Thuram,fr FRA,"FW,MF",Guingamp,fr Ligue 1,20,28.6,1239,15,135,546,598,146,1234,146,101,69.2,45,30.8,766,7216,3424,133,90,53,95,92,942,221
2425,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,21,12.1,787,20,109,441,243,18,787,18,12,66.7,6,33.3,517,2028,1159,24,15,3,18,15,594,53
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2426,Youri Tielemans,be BEL,MF,Monaco,fr Ligue 1,21,18.7,1180,32,218,719,264,16,1179,35,18,51.4,17,48.6,652,3260,1988,37,29,2,27,18,748,41
2427,Timothy Tillman,de GER,"FW,MF",Nürnberg,de Bundesliga,19,2.3,84,0,28,38,22,4,84,12,7,58.3,5,41.7,51,324,156,2,1,1,7,1,48,6
2428,Cheick Timite,ci CIV,"FW,MF",Amiens,fr Ligue 1,20,16.2,579,16,71,254,258,46,579,40,20,50.0,20,50.0,350,2047,721,32,17,10,61,32,396,118
2429,David Timor,es ESP,MF,Girona,es La Liga,28,1.8,99,3,23,72,5,0,99,0,0,,0,,51,199,104,0,1,0,2,0,62,2
2430,George Timotheou,au AUS,DF,Schalke 04,de Bundesliga,21,1.0,60,5,34,23,3,2,60,0,0,,0,,35,241,190,1,1,0,1,0,36,0
2431,Marcel Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,25,9.8,722,55,292,381,53,14,722,12,4,33.3,8,66.7,452,2962,1547,16,4,0,6,7,480,7
2432,Tito,es ESP,DF,Rayo Vallecano,es La Liga,33,12.2,755,46,232,381,146,4,755,7,2,28.6,5,71.4,328,1446,804,23,14,0,7,7,394,37
2433,Jean-Clair Todibo,fr FRA,DF,Barcelona,es La Liga,18,1.7,143,9,62,80,1,0,143,4,3,75.0,1,25.0,89,444,252,0,1,0,1,4,100,0
2434,Jean-Clair Todibo,fr FRA,DF,Toulouse,fr Ligue 1,18,9.3,551,66,314,232,10,5,551,6,5,83.3,1,16.7,300,1740,1108,6,0,0,8,5,301,0
2435,Karl Toko Ekambi,cm CMR,"FW,MF",Villarreal,es La Liga,25,23.8,786,9,59,279,470,129,785,90,52,57.8,38,42.2,538,4141,2069,92,51,46,63,26,613,222
2436,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,23,0.6,47,0,3,29,15,3,47,0,0,,0,,34,121,52,0,1,0,1,0,36,6
2437,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,27,19.4,1428,85,544,717,185,34,1428,11,9,81.8,2,18.2,862,4631,2752,40,28,6,11,9,953,25
2438,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,23,31.3,849,47,81,440,338,126,849,81,48,59.3,33,40.7,565,3446,1335,51,32,21,89,68,608,135
2439,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,29,28.4,1446,204,802,579,69,51,1446,4,2,50.0,2,50.0,576,2688,1617,4,6,1,8,3,809,4
2440,Nenad Tomović,rs SRB,DF,Chievo,it Serie A,30,8.2,455,44,195,214,49,5,455,4,1,25.0,3,75.0,236,1189,600,7,7,1,6,1,261,8
2441,Lorenzo Tonelli,it ITA,DF,Sampdoria,it Serie A,28,18.4,1400,143,567,806,36,12,1400,6,6,100.0,0,0.0,842,4207,2985,7,4,0,6,13,972,1
2442,Toño,es ESP,"DF,FW",Levante,es La Liga,28,19.6,1062,54,329,458,301,36,1062,65,34,52.3,31,47.7,490,3228,1941,57,29,11,21,16,582,97
2443,Ömer Toprak,tr TUR,DF,Dortmund,de Bundesliga,29,2.6,196,15,65,127,5,2,196,1,1,100.0,0,0.0,146,712,414,2,2,0,3,1,158,0
2444,Lucas Torreira,uy URU,MF,Arsenal,eng Premier League,22,26.5,1914,76,389,1206,340,23,1914,21,13,61.9,8,38.1,1089,5115,2387,28,25,5,32,28,1276,35
2445,Daniel Torres,co COL,MF,Alavés,es La Liga,28,0.8,19,2,8,10,1,0,19,0,0,,0,,7,20,7,0,0,0,1,1,9,0
2446,Ferrán Torres,es ESP,MF,Valencia,es La Liga,18,9.4,439,8,70,169,209,31,439,23,14,60.9,9,39.1,259,1950,1020,35,21,7,20,16,310,70
2447,Lucas Torró,es ESP,MF,Eint Frankfurt,de Bundesliga,24,6.2,330,23,88,200,45,5,330,2,2,100.0,0,0.0,110,498,167,2,3,0,5,5,135,3
2448,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,20,12.9,671,61,309,329,37,11,671,5,1,20.0,4,80.0,363,1437,628,6,7,1,10,6,361,10
2449,Cenk Tosun,tr TUR,FW,Everton,eng Premier League,27,11.8,401,4,23,162,219,66,401,9,2,22.2,7,77.8,246,938,346,11,13,8,39,19,297,90
2450,Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,24,30.5,1703,51,279,1081,362,17,1703,59,42,71.2,17,28.8,1011,4599,2208,38,44,2,45,40,1174,55
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2451,Almamy Touré,ml MLI,DF,Monaco,fr Ligue 1,22,3.8,311,13,100,178,35,2,311,4,3,75.0,1,25.0,183,1328,918,10,7,0,5,4,204,14
2452,Almamy Touré,ml MLI,"DF,MF",Eint Frankfurt,de Bundesliga,22,5.8,321,33,111,171,44,4,321,13,11,84.6,2,15.4,172,1087,685,12,6,0,2,0,164,6
2453,Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,21,19.2,1211,38,259,810,153,9,1211,13,10,76.9,3,23.1,682,3392,1395,9,18,0,20,13,774,16
2454,Andros Townsend,eng ENG,"FW,MF",Crystal Palace,eng Premier League,27,33.4,1653,36,255,646,801,88,1653,100,58,58.0,42,42.0,1034,8263,3632,144,90,32,78,75,1106,280
2455,Adama Traoré,es ESP,"FW,MF",Wolves,eng Premier League,22,10.0,503,6,61,240,230,42,503,81,65,80.2,16,19.8,333,3683,2153,82,48,31,38,45,362,61
2456,Adama Traoré,ml MLI,MF,Monaco,fr Ligue 1,23,2.7,141,1,10,86,46,6,141,6,2,33.3,4,66.7,78,414,183,5,5,0,8,5,110,13
2457,Bertrand Traoré,bf BFA,FW,Lyon,fr Ligue 1,22,23.5,1372,20,130,604,652,118,1372,90,52,57.8,38,42.2,1006,5940,2900,96,54,47,64,36,1092,288
2458,Charles Traore,ml MLI,"DF,FW",Nantes,fr Ligue 1,26,12.9,755,42,226,347,189,10,755,3,1,33.3,2,66.7,296,1467,892,27,19,2,14,9,336,34
2459,Cheick Traoré,ml MLI,DF,Guingamp,fr Ligue 1,23,16.8,893,39,237,359,306,20,893,41,16,39.0,25,61.0,310,2382,1243,44,34,11,17,14,377,99
2460,Gaoussou Traoré,ml MLI,MF,Amiens,fr Ligue 1,18,1.2,50,0,11,37,3,0,50,1,0,0.0,1,100.0,26,133,50,0,0,0,0,2,31,2
2461,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,26,33.0,2278,108,656,1156,499,41,2278,52,26,50.0,26,50.0,1116,6402,4054,97,56,13,40,12,1243,142
2462,Ibrahima Traoré,gn GUI,"FW,MF",M'Gladbach,de Bundesliga,30,6.1,353,5,40,125,189,21,353,26,20,76.9,6,23.1,218,1356,681,18,11,6,12,3,263,65
2463,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,31,29.3,1371,138,663,673,53,20,1371,9,6,66.7,3,33.3,697,3372,2015,18,9,0,22,7,847,5
2464,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,28,32.6,1310,932,1305,5,0,0,1310,0,0,,0,,629,4509,3302,0,1,1,0,0,514,0
2465,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,19,2.0,65,61,64,1,0,0,65,0,0,,0,,35,166,103,0,0,0,0,0,21,0
2466,Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,es La Liga,30,19.6,1131,21,161,618,370,42,1130,63,34,54.0,29,46.0,724,4055,1965,45,51,5,61,48,818,77
2467,Driss Trichard,fr FRA,DF,Bordeaux,fr Ligue 1,23,1.0,54,5,22,12,20,0,54,0,0,,0,,20,107,47,2,1,0,0,2,22,5
2468,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,26,17.2,1171,43,253,729,206,5,1171,8,6,75.0,2,25.0,668,3062,1331,16,17,1,19,16,827,31
2469,Kieran Trippier,eng ENG,DF,Tottenham,eng Premier League,27,25.3,2267,83,576,962,748,25,2267,15,7,46.7,8,53.3,1168,3518,1832,40,35,2,20,14,1337,200
2470,William Troost-Ekong,ng NGA,DF,Udinese,it Serie A,24,34.0,1524,235,857,643,34,22,1524,2,2,100.0,0,0.0,744,4138,2121,3,5,1,12,6,805,6
2471,Marcello Trotta,it ITA,FW,Frosinone,it Serie A,25,4.4,161,3,18,78,67,11,161,3,1,33.3,2,66.7,83,494,195,6,2,3,15,6,111,28
2472,Marcello Trotta,it ITA,MF,Sassuolo,it Serie A,25,0.1,3,0,1,1,1,1,3,0,0,,0,,1,5,0,0,0,0,0,0,2,0
2473,Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,32,1.0,31,26,31,0,0,0,31,0,0,,0,,10,75,47,0,0,0,1,0,11,0
2474,Marco Tumminello,it ITA,"FW,DF",Atalanta,it Serie A,19,0.1,8,0,1,3,4,2,8,1,1,100.0,0,0.0,6,16,0,0,0,0,2,0,7,3
2475,Patrick Twumasi,gh GHA,"MF,FW",Alavés,es La Liga,24,1.9,91,2,14,25,54,4,91,3,1,33.3,2,66.7,54,291,151,6,6,2,10,6,62,15
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2476,Salih Uçan,tr TUR,MF,Empoli,it Serie A,24,2.9,235,3,30,94,114,18,235,9,6,66.7,3,33.3,129,711,340,11,10,0,9,7,155,27
2477,Anthony Ujah,ng NGA,FW,Mainz 05,de Bundesliga,27,8.2,261,13,25,92,149,49,261,5,3,60.0,2,40.0,148,680,283,9,13,2,20,11,200,59
2478,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,29,8.4,266,226,264,2,0,0,266,0,0,,0,,133,465,257,0,0,0,0,0,148,0
2479,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,24,13.2,970,67,366,584,24,3,970,5,4,80.0,1,20.0,649,3240,2199,11,7,0,2,4,743,2
2480,Enes Ünal,tr TUR,FW,Valladolid,es La Liga,21,23.9,791,27,56,398,342,83,788,38,18,47.4,20,52.6,451,2286,953,35,15,13,57,37,618,121
2481,Cengiz Ünder,tr TUR,FW,Roma,it Serie A,21,15.3,731,6,69,275,400,59,731,43,21,48.8,22,51.2,515,3592,1622,53,43,17,38,22,581,164
2482,Joel Untersee,ch SUI,DF,Empoli,it Serie A,24,1.4,79,8,26,31,22,1,79,3,2,66.7,1,33.3,47,210,140,2,2,1,2,1,46,1
2483,Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,19,14.4,908,66,399,479,41,11,908,8,8,100.0,0,0.0,465,2805,1765,12,9,0,9,9,514,0
2484,Takashi Usami,jp JPN,"MF,FW",Düsseldorf,de Bundesliga,26,9.8,372,14,75,152,156,20,372,21,13,61.9,8,38.1,218,1405,692,26,11,8,8,7,225,44
2485,Mark Uth,de GER,"FW,MF",Schalke 04,de Bundesliga,26,15.6,598,14,70,284,250,66,598,40,18,45.0,22,55.0,349,1793,697,25,18,6,57,16,412,94
2486,Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,29,33.0,1066,945,1059,7,0,0,1066,1,1,100.0,0,0.0,479,2782,1942,0,0,0,0,0,379,0
2487,Valentín Vada,ar ARG,MF,Bordeaux,fr Ligue 1,22,0.4,29,0,3,20,6,0,29,1,0,0.0,1,100.0,18,57,14,0,0,0,0,0,23,3
2488,Valentín Vada,ar ARG,MF,Saint-Étienne,fr Ligue 1,22,4.5,308,8,58,188,65,4,308,8,4,50.0,4,50.0,161,681,279,4,4,1,2,5,218,8
2489,William Vainqueur,fr FRA,MF,Monaco,fr Ligue 1,29,0.9,77,3,14,55,10,1,77,2,2,100.0,0,0.0,45,199,88,1,1,0,3,3,44,1
2490,Mirko Valdifiori,it ITA,MF,SPAL,it Serie A,32,7.4,606,14,108,390,112,1,606,3,2,66.7,1,33.3,312,1221,577,8,6,0,5,3,436,7
2491,Pierrick Valdivia,fr FRA,MF,Nîmes,fr Ligue 1,30,0.3,14,0,5,9,0,0,14,0,0,,0,,4,15,12,0,0,0,0,0,5,0
2492,Antonio Valencia,ec ECU,DF,Manchester Utd,eng Premier League,32,5.2,364,9,74,199,91,2,364,6,3,50.0,3,50.0,181,986,608,18,12,2,0,1,238,21
2493,Enrico Valentini,it ITA,DF,Nürnberg,de Bundesliga,29,14.4,945,73,271,413,270,4,945,17,9,52.9,8,47.1,342,2229,1247,34,30,1,15,9,448,65
2494,Borja Valero,es ESP,MF,Inter,it Serie A,33,13.7,1301,37,200,838,275,13,1301,6,4,66.7,2,33.3,873,4304,2320,33,32,1,12,4,1054,31
2495,Valery,es ESP,"DF,FW",Girona,es La Liga,18,9.9,505,16,144,215,155,11,505,26,19,73.1,7,26.9,248,1773,844,29,17,5,23,10,250,46
2496,Yan Valery,tn TUN,DF,Southampton,eng Premier League,19,19.0,859,50,210,375,288,26,859,41,24,58.5,17,41.5,374,2774,1412,54,27,14,33,29,376,77
2497,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,21,3.5,193,23,117,74,3,2,193,0,0,,0,,108,467,251,1,1,0,0,1,125,0
2498,Theo Valls,fr FRA,MF,Nîmes,fr Ligue 1,22,19.7,906,20,178,534,205,18,906,13,7,53.8,6,46.2,462,2160,1107,21,16,2,19,14,545,35
2499,Mattia Valoti,it ITA,MF,SPAL,it Serie A,24,13.6,687,20,137,357,202,32,687,19,9,47.4,10,52.6,424,2353,1214,31,22,4,22,17,491,62
2500,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,20,7.3,455,9,89,275,102,11,455,17,13,76.5,4,23.5,253,1527,916,17,17,5,6,4,305,15
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2501,Luca Valzania,it ITA,MF,Frosinone,it Serie A,22,10.0,382,7,78,186,123,19,382,15,7,46.7,8,53.3,197,1098,544,14,15,2,18,5,210,34
2502,Luca Valzania,it ITA,MF,Atalanta,it Serie A,22,0.8,34,0,5,25,5,1,34,1,1,100.0,0,0.0,17,59,28,1,0,0,1,1,22,0
2503,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,27,37.6,3418,240,1291,2005,130,66,3418,12,9,75.0,3,25.0,2252,9579,5046,20,21,2,7,1,2421,20
2504,Raphaël Varane,fr FRA,DF,Real Madrid,es La Liga,25,30.6,1993,178,1020,935,53,30,1993,6,5,83.3,1,16.7,1120,6220,3336,15,14,1,13,7,1342,3
2505,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,31,30.3,711,31,60,263,396,145,706,32,12,37.5,20,62.5,366,2057,969,45,21,26,51,19,476,186
2506,Franco Vázquez,ar ARG,MF,Sevilla,es La Liga,29,25.3,1443,31,230,773,465,56,1443,75,44,58.7,31,41.3,861,5303,2596,79,60,13,55,62,1025,99
2507,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,25,2.4,156,14,57,71,29,0,156,2,1,50.0,1,50.0,65,252,128,1,2,1,2,1,75,11
2508,Lucas Vázquez,es ESP,"FW,MF",Real Madrid,es La Liga,27,16.8,1210,14,147,527,544,85,1210,58,33,56.9,25,43.1,812,4086,2126,72,46,33,59,35,973,210
2509,Matías Vecino,uy URU,MF,Inter,it Serie A,26,22.4,1409,38,232,822,373,77,1409,27,15,55.6,12,44.4,819,4236,2400,55,48,4,26,14,1010,102
2510,Koke Vegas,es ESP,GK,Levante,es La Liga,22,1.0,28,26,28,0,0,0,28,0,0,,0,,11,61,51,0,0,0,0,0,7,0
2511,Emiliano Velázquez,uy URU,DF,Rayo Vallecano,es La Liga,24,14.2,823,130,445,330,51,17,823,17,15,88.2,2,11.8,333,1497,762,5,5,1,14,5,332,2
2512,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,22,20.9,1477,109,604,822,61,21,1477,0,0,,0,,803,4261,2765,22,8,1,5,3,998,3
2513,Miguel Veloso,pt POR,MF,Genoa,it Serie A,32,14.0,781,36,131,409,245,4,781,8,3,37.5,5,62.5,313,1512,660,17,16,0,14,6,380,21
2514,Daniele Verde,it ITA,"MF,FW",Valladolid,es La Liga,22,7.3,399,9,48,140,219,15,398,21,9,42.9,12,57.1,233,1475,663,28,13,5,16,15,266,69
2515,Francesco Verde,it ITA,FW,Cagliari,it Serie A,19,0.1,3,0,0,3,0,0,3,0,0,,0,,1,10,4,0,0,0,0,0,1,0
2516,Simone Verdi,it ITA,"MF,FW",Napoli,it Serie A,26,7.8,482,5,41,230,217,24,481,22,12,54.5,10,45.5,361,1885,858,32,29,8,26,16,377,74
2517,Jordan Veretout,fr FRA,MF,Fiorentina,it Serie A,25,32.7,2271,67,428,1386,490,23,2265,32,21,65.6,11,34.4,1229,7659,3945,69,50,4,31,26,1359,60
2518,Paul Verhaegh,nl NED,DF,Wolfsburg,de Bundesliga,34,2.0,134,9,29,77,29,0,134,0,0,,0,,56,237,127,2,2,0,0,2,80,6
2519,Thomas Vermaelen,be BEL,DF,Barcelona,es La Liga,32,6.5,433,34,158,253,25,2,433,0,0,,0,,248,1155,654,4,4,0,3,0,303,2
2520,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,25,20.9,2258,33,300,1524,458,13,2258,41,34,82.9,7,17.1,1512,7479,4225,52,43,1,20,37,1887,38
2521,Jan Vertonghen,be BEL,DF,Tottenham,eng Premier League,31,21.2,1795,119,625,1002,181,18,1795,14,9,64.3,5,35.7,1180,5554,3403,27,31,0,11,2,1245,24
2522,Freddie Veseli,al ALB,DF,Empoli,it Serie A,25,28.2,1557,135,605,786,185,8,1557,9,5,55.6,4,44.4,829,4861,3125,48,36,1,10,7,965,33
2523,Mikel Vesga,es ESP,MF,Leganés,es La Liga,25,23.0,1086,41,219,613,272,29,1086,32,19,59.4,13,40.6,602,2710,1155,29,24,2,38,29,679,62
2524,Jannik Vestergaard,dk DEN,DF,Southampton,eng Premier League,25,22.5,1220,183,567,607,57,17,1220,13,10,76.9,3,23.1,497,2692,1602,14,10,0,10,4,550,4
2525,Rúben Vezo,pt POR,DF,Levante,es La Liga,24,14.9,692,101,364,297,35,11,692,7,5,71.4,2,28.6,288,1582,903,4,5,0,8,3,352,4
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2526,Rúben Vezo,pt POR,DF,Valencia,es La Liga,24,2.2,139,7,53,62,27,2,139,3,1,33.3,2,66.7,64,443,225,4,1,0,2,0,74,6
2527,Francesco Vicari,it ITA,DF,SPAL,it Serie A,23,25.9,1271,208,716,536,25,14,1271,1,0,0.0,1,100.0,606,2573,1704,9,5,3,1,4,736,0
2528,Aleix Vidal,es ESP,"DF,MF",Sevilla,es La Liga,28,5.9,395,10,81,165,152,18,395,13,4,30.8,9,69.2,206,1161,583,15,12,6,13,8,248,56
2529,Arturo Vidal,cl CHI,MF,Barcelona,es La Liga,31,21.4,1766,42,320,1042,413,49,1766,8,5,62.5,3,37.5,1058,3171,1510,17,34,3,29,16,1350,74
2530,Ronaldo Vieira,gw GNB,MF,Sampdoria,it Serie A,20,6.7,,,,,,,,,,,,,,,,,,,,,,
2531,Luciano Vietto,ar ARG,"FW,MF",Fulham,eng Premier League,24,11.0,529,9,66,230,242,39,529,27,16,59.3,11,40.7,322,2268,995,33,30,7,26,26,402,107
2532,Carlos Vigaray,es ESP,DF,Alavés,es La Liga,23,7.2,307,29,118,123,68,1,307,6,3,50.0,3,50.0,117,680,363,5,9,0,7,4,125,10
2533,Emanuel Vignato,it ITA,"MF,FW",Chievo,it Serie A,17,7.3,358,2,43,175,145,8,358,15,11,73.3,4,26.7,219,1296,558,12,16,1,7,14,248,32
2534,Dídac Vilà,es ESP,DF,Espanyol,es La Liga,29,26.2,1761,108,542,767,468,58,1761,16,9,56.3,7,43.8,878,5013,2983,76,58,5,28,17,984,168
2535,Toni Villa,es ESP,"MF,FW",Valladolid,es La Liga,23,19.6,841,5,116,368,383,66,841,86,54,62.8,32,37.2,584,4398,2332,76,48,32,46,61,607,132
2536,Rúben Vinagre,pt POR,"DF,MF",Wolves,eng Premier League,19,7.9,516,18,124,228,170,11,516,20,13,65.0,6,30.0,247,2327,1311,45,22,8,18,12,293,63
2537,Carlos Vinícius,br BRA,"FW,MF",Monaco,fr Ligue 1,23,5.8,183,1,9,71,107,38,183,17,10,58.8,7,41.2,103,510,168,8,6,5,25,11,127,31
2538,Vitolo,es ESP,"MF,FW",Atlético Madrid,es La Liga,28,8.4,448,11,67,184,208,26,448,45,27,60.0,18,40.0,333,2305,1157,39,27,9,19,21,342,56
2539,Federico Viviani,it ITA,MF,Frosinone,it Serie A,26,3.7,260,7,52,165,45,0,260,3,3,100.0,0,0.0,110,514,248,6,5,0,3,4,172,2
2540,Emiliano Viviano,it ITA,GK,SPAL,it Serie A,32,16.9,628,560,624,4,0,0,628,1,1,100.0,0,0.0,278,1564,1115,0,0,0,0,0,227,0
2541,Felipe Vizeu,br BRA,"FW,DF",Udinese,it Serie A,21,0.4,11,1,1,3,7,3,11,0,0,,0,,5,14,2,0,0,0,2,1,8,3
2542,Dušan Vlahović,rs SRB,FW,Fiorentina,it Serie A,18,1.8,76,4,6,33,37,15,76,2,1,50.0,1,50.0,47,292,115,4,3,1,11,5,55,20
2543,Rai Vloet,nl NED,MF,Frosinone,it Serie A,23,1.4,60,1,7,30,24,5,60,1,0,0.0,1,100.0,34,165,56,1,1,1,1,2,33,8
2544,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,26,26.6,2077,183,920,1129,41,7,2077,4,3,75.0,1,25.0,1227,6023,3718,28,10,3,7,3,1434,6
2545,Sam Vokes,wls WAL,FW,Burnley,eng Premier League,28,10.2,375,23,29,185,162,40,375,3,3,100.0,0,0.0,127,509,94,3,3,2,28,13,314,55
2546,Kevin Volland,de GER,FW,Leverkusen,de Bundesliga,26,31.3,1280,37,121,583,584,161,1280,56,31,55.4,25,44.6,653,3139,1377,65,32,28,95,57,964,263
2547,Michel Vorm,nl NED,GK,Tottenham,eng Premier League,34,2.0,67,62,67,0,0,0,67,0,0,,0,,42,219,196,0,0,0,1,0,33,0
2548,Stefan de Vrij,nl NED,DF,Inter,it Serie A,26,28.0,1900,165,863,1002,47,28,1900,4,4,100.0,0,0.0,1183,5510,3283,15,3,0,6,2,1339,4
2549,Šime Vrsaljko,hr CRO,DF,Inter,it Serie A,26,8.1,721,33,163,363,200,3,721,5,2,40.0,3,60.0,391,1836,1129,20,18,0,8,4,456,48
2550,Nikola Vukčević,me MNE,MF,Levante,es La Liga,26,7.4,326,27,101,212,20,0,326,5,5,100.0,0,0.0,144,881,467,8,4,0,4,5,172,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2551,Matěj Vydra,cz CZE,FW,Burnley,eng Premier League,26,3.5,122,5,16,49,59,15,122,7,3,42.9,4,57.1,67,356,93,3,6,1,18,8,80,15
2552,Paul Wade,fr FRA,MF,Nice,fr Ligue 1,18,0.1,4,0,2,2,0,0,4,1,0,0.0,1,100.0,3,9,0,0,0,0,2,1,2,0
2553,Sandro Wagner,de GER,FW,Bayern Munich,de Bundesliga,30,1.6,55,2,5,35,15,7,55,0,0,,0,,18,65,39,1,0,0,4,1,43,10
2554,Molla Wagué,ml MLI,DF,Udinese,it Serie A,27,1.1,65,4,33,28,4,3,65,0,0,,0,,26,63,27,0,0,0,2,1,30,0
2555,Moussa Wagué,sn SEN,"DF,FW",Barcelona,es La Liga,19,2.5,179,4,36,94,50,6,179,9,6,66.7,3,33.3,112,488,201,7,1,2,5,3,129,25
2556,Wakaso,gh GHA,MF,Alavés,es La Liga,28,18.5,889,30,215,546,144,6,889,28,19,67.9,9,32.1,450,2656,1209,18,19,0,23,17,500,34
2557,Walace,br BRA,MF,Hannover 96,de Bundesliga,23,22.2,1360,70,350,860,185,14,1360,39,25,64.1,14,35.9,746,4497,2217,26,20,3,35,32,829,23
2558,Theo Walcott,eng ENG,"FW,MF",Everton,eng Premier League,29,23.5,888,13,127,350,430,111,888,59,31,52.5,28,47.5,613,3368,1652,50,33,24,77,37,661,167
2559,Luca Waldschmidt,de GER,"FW,MF",Freiburg,de Bundesliga,22,19.1,820,6,86,443,298,50,817,38,20,52.6,18,47.4,433,2618,1187,38,29,13,36,22,584,86
