Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
846,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,36,3201,89,93.6,35.6,36,89,35,0,,0,1.75,59,42,+17,+0.48,+0.48,59.1,39.9,+19.2,+0.54,+1.17
847,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,24,2087,87,82.8,23.2,23,89,22,1,31,1,1.88,30,21,+9,+0.39,+0.60,34.4,25.1,+9.2,+0.40,+0.48
848,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,26,1751,67,69.5,19.5,20,80,7,6,26,0,0.50,16,36,-20,-1.03,+0.84,22.2,30.4,-8.2,-0.42,+0.24
849,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,24,1475,61,48.2,16.4,16,81,8,8,23,0,1.50,31,26,+5,+0.31,+0.65,30.9,23.4,+7.5,+0.46,+0.34
850,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,26,37,3156,85,92.3,35.1,36,86,25,1,45,0,0.89,33,61,-28,-0.80,-0.80,45.3,52.0,-6.7,-0.19,+0.68
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
851,Mamadou Doucouré,fr FRA,MF,M'Gladbach,de Bundesliga,21,2,2,1,0.1,0.0,0,,0,2,1,6,3.00,0,0,0,0.00,-0.77,0.0,0.0,0.0,0.00,-0.77
852,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,26,1718,66,68.2,19.1,22,75,3,4,15,0,1.50,15,13,+2,+0.10,-0.23,20.4,18.5,+1.9,+0.10,+0.07
853,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,5,450,90,17.9,5.0,5,90,5,0,,1,1.80,4,2,+2,+0.40,+0.70,3.9,4.9,-1.0,-0.20,-0.28
854,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1,90,90,3.6,1.0,1,90,1,0,,1,3.00,1,0,+1,+1.00,+0.52,0.9,0.7,+0.3,+0.26,+0.02
855,Thomas Doyle,eng ENG,MF,Manchester City,eng Premier League,17,1,16,16,0.5,0.2,0,,0,1,16,5,3.00,1,0,+1,+5.63,+3.88,0.4,0.1,+0.4,+2.11,+0.65
856,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,18,1455,81,47.5,16.2,16,85,10,2,47,15,0.33,17,42,-25,-1.55,-0.87,17.2,34.9,-17.7,-1.09,-0.51
857,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,15,1029,69,33.6,11.4,10,85,7,5,35,17,1.87,18,17,+1,+0.09,-0.62,19.9,17.0,+2.9,+0.25,+0.03
858,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,31,2790,90,81.6,31.0,31,90,31,0,,2,1.06,36,43,-7,-0.23,-1.65,41.3,39.3,+2.0,+0.07,-0.32
859,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,11,686,62,28.2,7.6,7,83,4,4,26,6,2.27,20,10,+10,+1.31,-0.80,18.3,7.7,+10.6,+1.38,-0.71
860,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,27,1587,59,51.9,17.6,18,78,11,9,21,4,1.04,19,40,-21,-1.19,-1.37,23.5,30.1,-6.5,-0.37,-0.50
861,Matthieu Dreyer,fr FRA,GK,Amiens,fr Ligue 1,30,0,,,,,0,,0,0,,28,,,,,,,,,,,
862,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,4,259,65,7.6,2.9,4,65,0,0,,3,1.00,2,9,-7,-2.43,-1.89,2.3,7.3,-4.9,-1.72,-1.19
863,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1,58,58,1.7,0.6,1,58,0,0,,8,0.00,0,2,-2,-3.10,-2.97,0.2,2.0,-1.8,-2.85,-2.84
864,Anthony Driscoll-Glennon,eng ENG,"DF,MF",Burnley,eng Premier League,19,0,,,,,0,,0,0,,6,,,,,,,,,,,
865,Josip Drmić,ch SUI,FW,Norwich City,eng Premier League,26,21,647,31,18.9,7.2,5,73,1,16,18,4,0.43,1,11,-10,-1.39,-0.13,7.2,10.8,-3.7,-0.51,+0.33
866,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,36,3087,86,90.3,34.3,34,89,32,2,39,1,1.47,46,40,+6,+0.17,-0.10,37.8,38.9,-1.1,-0.03,-0.95
867,Léo Duarte,br BRA,DF,Milan,it Serie A,23,6,405,68,11.8,4.5,4,90,4,2,23,9,1.50,5,6,-1,-0.22,-0.76,5.3,5.6,-0.2,-0.06,-0.59
868,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,8,485,61,14.2,5.4,5,85,3,3,20,18,1.50,6,13,-7,-1.30,-1.33,7.5,11.7,-4.3,-0.79,-0.47
869,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,31,2663,86,77.9,29.6,30,88,28,1,29,1,1.13,32,37,-5,-0.17,+2.21,34.6,38.9,-4.3,-0.15,+1.54
870,Augustas Dubickas,lt LTU,MF,Lecce,it Serie A,18,0,,,,,0,,0,0,,1,,,,,,,,,,,
871,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1,3,3,0.1,0.0,0,,0,1,3,14,1.00,1,0,+1,+30.00,+30.90,0.8,0.0,+0.8,+24.09,+24.92
872,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,16,1346,84,53.4,15.0,15,89,14,1,17,0,1.63,24,12,+12,+0.80,+0.57,19.4,14.3,+5.1,+0.35,-0.07
873,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,38,3420,90,100.0,38.0,38,90,38,0,,0,1.16,38,58,-20,-0.53,,35.5,65.6,-30.1,-0.79,
874,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,10,724,72,21.2,8.0,9,79,3,1,11,3,0.70,3,9,-6,-0.75,+0.69,9.6,12.0,-2.4,-0.30,+0.61
875,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,24,7,447,64,14.6,5.0,6,67,1,1,45,6,0.71,6,8,-2,-0.40,-0.09,7.3,8.1,-0.9,-0.17,+0.19
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
876,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,19,1238,65,36.2,13.8,12,90,12,7,23,13,1.16,13,18,-5,-0.36,+0.05,14.6,18.5,-3.9,-0.29,-0.06
877,Unai Dufur,es ESP,DF,Eibar,es La Liga,20,0,,,,,0,,0,0,,1,,,,,,,,,,,
878,Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,14,520,37,20.6,5.8,5,70,1,9,19,3,0.71,9,11,-2,-0.35,+0.24,7.5,8.5,-1.0,-0.17,+0.26
879,Taylan Duman,de GER,MF,Dortmund,de Bundesliga,22,0,,,,,0,,0,0,,1,,,,,,,,,,,
880,Luka Dumancic,hr CRO,DF,Lecce,it Serie A,20,0,,,,,0,,0,0,,4,,,,,,,,,,,
881,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,27,16,1228,77,35.9,13.6,14,82,11,2,38,3,1.38,14,20,-6,-0.44,+0.14,10.7,21.0,-10.4,-0.76,+0.05
882,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,13,887,68,25.9,9.9,10,80,5,3,29,1,1.77,19,6,+13,+1.32,+1.67,17.0,11.3,+5.7,+0.57,+0.61
883,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,13,843,65,24.6,9.4,10,80,4,3,15,5,1.08,19,20,-1,-0.11,-0.35,11.5,16.7,-5.3,-0.56,-0.43
884,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,36,3230,90,94.4,35.9,36,90,35,0,,0,1.14,38,50,-12,-0.33,+1.09,43.8,50.4,-6.6,-0.18,+1.21
885,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,21,0,,,,,0,,0,0,,9,,,,,,,,,,,
886,Erik Durm,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,27,9,511,57,16.7,5.7,6,80,2,3,10,20,0.56,5,7,-2,-0.35,-0.39,7.7,7.3,+0.3,+0.06,-0.27
887,Riza Durmisi,dk DEN,"DF,MF",Nice,fr Ligue 1,25,4,160,40,6.3,1.8,2,71,0,2,9,3,1.50,1,3,-2,-1.13,-1.32,0.9,2.8,-2.0,-1.11,-0.87
888,Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,12,378,32,11.1,4.2,4,70,0,8,12,5,1.25,3,8,-5,-1.19,-1.52,4.7,6.4,-1.7,-0.39,-0.45
889,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,14,1178,84,46.7,13.1,13,90,13,1,7,6,1.36,18,18,0,0.00,+0.20,17.2,17.9,-0.7,-0.05,+0.89
890,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,33,2155,65,63.0,23.9,25,77,7,8,28,2,2.39,51,22,+29,+1.21,+0.93,45.1,24.8,+20.4,+0.85,+0.44
891,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,35,2854,82,83.5,31.7,31,89,27,4,25,3,1.74,60,43,+17,+0.54,-0.90,63.1,41.6,+21.5,+0.68,+0.30
892,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,14,698,50,20.4,7.8,8,76,4,6,15,4,1.29,13,18,-5,-0.64,-0.38,9.7,13.2,-3.4,-0.44,-0.62
893,Jake Eastwood,eng ENG,GK,Sheffield Utd,eng Premier League,22,0,,,,,0,,0,0,,1,,,,,,,,,,,
894,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,28,2520,90,100.0,28.0,28,90,28,0,,0,1.07,27,37,-10,-0.36,,30.5,38.4,-8.0,-0.28,
895,Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,13,398,31,11.6,4.4,4,67,0,9,15,13,0.85,3,12,-9,-2.04,-1.65,5.3,6.9,-1.6,-0.35,+0.08
896,Ederson,br BRA,GK,Manchester City,eng Premier League,25,35,3071,88,89.8,34.1,35,88,34,0,,0,2.14,95,28,+67,+1.96,+1.96,86.6,30.5,+56.1,+1.64,+1.73
897,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,36,3187,89,93.2,35.4,36,89,34,0,,0,1.47,36,30,+6,+0.17,+2.49,40.8,45.8,-5.0,-0.14,+0.98
898,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,14,510,36,16.7,5.7,4,78,1,10,20,10,0.43,5,13,-8,-1.41,-0.74,8.1,8.7,-0.6,-0.10,+0.44
899,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,22,32,2855,89,93.3,31.7,32,89,31,0,,0,0.88,40,65,-25,-0.79,+0.09,36.6,51.8,-15.2,-0.48,-0.12
900,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,31,2329,75,76.1,25.9,29,78,18,2,27,1,1.06,36,46,-10,-0.39,+0.60,34.9,36.3,-1.4,-0.05,+0.32
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
901,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,32,2385,75,69.7,26.5,27,84,21,5,24,1,1.28,37,40,-3,-0.11,+1.10,34.9,33.2,+1.7,+0.07,+0.63
902,Chinedu Ekene,de GER,FW,Hoffenheim,de Bundesliga,20,0,,,,,0,,0,0,,1,,,,,,,,,,,
903,Rob Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,33,0,,,,,0,,0,0,,1,,,,,,,,,,,
904,Harvey Elliott,eng ENG,DF,Liverpool,eng Premier League,16,2,8,4,0.2,0.1,0,,0,2,4,10,3.00,0,0,0,0.00,-1.37,0.2,0.0,+0.2,+1.90,+1.08
905,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,26,1134,44,33.2,12.6,12,77,4,14,15,11,2.04,25,16,+9,+0.71,+0.64,18.3,13.3,+5.0,+0.40,-0.07
906,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,1,1,1,0.0,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,0.00,0.1,0.0,0.0,+2.90,+3.00
907,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,18,1031,57,30.1,11.5,11,81,9,7,19,14,0.89,11,28,-17,-1.48,-1.14,12.4,24.5,-12.1,-1.06,-0.63
908,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,22,1510,69,44.2,16.8,17,83,13,5,21,0,1.41,27,21,+6,+0.36,+0.26,22.3,17.4,+4.9,+0.29,+0.25
909,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,22,32,2618,82,85.6,29.1,30,85,25,2,35,0,1.94,57,34,+23,+0.79,+0.18,62.4,38.3,+24.1,+0.83,+0.43
910,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,25,2121,85,62.0,23.6,24,87,19,1,45,5,1.00,18,32,-14,-0.59,+0.17,22.9,33.4,-10.6,-0.45,+0.10
911,Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,18,1371,76,40.1,15.2,17,79,6,1,34,0,0.61,11,18,-7,-0.46,+0.59,14.8,18.6,-3.8,-0.25,+0.13
912,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,22,28,1550,55,50.7,17.2,17,76,5,11,24,1,1.86,35,19,+16,+0.93,+0.33,35.9,22.8,+13.1,+0.76,-0.01
913,Emerson,br BRA,DF,Betis,es La Liga,20,33,2839,86,83.0,31.5,32,88,29,1,21,1,1.12,39,49,-10,-0.32,-0.01,40.1,46.0,-5.8,-0.19,-0.51
914,Renaud Emond,be BEL,FW,Nantes,fr Ligue 1,27,6,292,49,11.6,3.2,3,71,1,3,26,0,0.67,5,3,+2,+0.62,+0.82,3.1,3.4,-0.3,-0.09,-0.05
915,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,13,855,66,25.0,9.5,8,88,7,5,31,19,1.08,15,18,-3,-0.32,-0.28,10.8,16.6,-5.9,-0.62,-0.71
916,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,18,1385,77,40.5,15.4,15,87,13,3,27,0,0.61,14,27,-13,-0.84,-0.49,16.9,23.7,-6.8,-0.44,-0.62
917,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,18,796,44,23.3,8.8,7,81,2,11,21,1,1.78,13,9,+4,+0.45,-0.10,10.7,9.9,+0.7,+0.08,-0.48
918,Ulrick Eneme,ga GAB,FW,Amiens,fr Ligue 1,18,0,,,,,0,,0,0,,1,,,,,,,,,,,
919,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,17,1447,85,42.3,16.1,15,89,14,2,57,4,0.65,20,32,-12,-0.75,-0.11,21.7,32.9,-11.2,-0.70,-0.14
920,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,30,1865,62,54.5,20.7,21,79,7,9,23,1,1.03,18,28,-10,-0.48,-0.08,21.3,28.3,-6.9,-0.33,-0.10
921,Patrick Enrici,it ITA,DF,Torino,it Serie A,18,0,,,,,0,,0,0,,2,,,,,,,,,,,
922,Javier Eraso,es ESP,MF,Leganés,es La Liga,29,20,815,41,23.8,9.1,11,61,1,9,16,13,0.90,1,11,-10,-1.10,-0.72,6.7,7.5,-0.8,-0.09,-0.01
923,Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,20,1097,55,32.1,12.2,10,87,6,10,22,3,1.30,20,18,+2,+0.16,-0.30,14.1,18.2,-4.1,-0.34,-0.26
924,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,17,703,41,20.6,7.8,8,73,2,9,14,0,2.00,14,5,+9,+1.15,-0.04,17.1,7.0,+10.1,+1.29,+0.67
925,Sebastian Eriksson,se SWE,"DF,MF",Genoa,it Serie A,30,0,,,,,0,,0,0,,9,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
926,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,23,1674,73,48.9,18.6,18,86,14,5,25,2,1.17,20,31,-11,-0.59,-0.28,21.0,28.6,-7.6,-0.41,-0.23
927,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,3,270,90,7.9,3.0,3,90,3,0,,34,1.00,3,3,0,0.00,-0.20,3.7,3.4,+0.3,+0.10,+0.04
928,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,11,773,70,22.6,8.6,8,81,6,3,42,20,1.55,13,11,+2,+0.23,-0.38,12.0,8.8,+3.2,+0.37,-0.11
929,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,26,2259,87,66.1,25.1,26,87,24,0,,3,0.73,21,38,-17,-0.68,+0.41,24.8,35.1,-10.3,-0.41,-0.25
930,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,7,199,28,5.8,2.2,2,74,1,5,10,25,2.38,8,1,+7,+3.17,+2.10,4.8,1.9,+3.0,+1.35,+0.63
931,Vicente Esquerdo,es ESP,"MF,FW",Valencia,es La Liga,20,3,15,5,0.4,0.2,0,,0,3,5,11,2.33,1,0,+1,+6.00,+6.21,1.5,0.6,+0.9,+5.66,+6.02
932,Michael Esser,de GER,GK,Hoffenheim,de Bundesliga,31,0,,,,,0,,0,0,,4,,,,,,,,,,,
933,Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,7,213,30,7.0,2.4,1,45,0,6,28,4,1.00,1,5,-4,-1.69,-1.47,2.6,4.6,-1.9,-0.81,-0.51
934,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,36,2979,83,87.1,33.1,32,90,30,4,26,1,1.33,41,48,-7,-0.21,-0.01,43.4,43.9,-0.5,-0.02,-0.13
935,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,10,572,57,16.7,6.4,6,73,1,4,33,0,1.50,7,6,+1,+0.16,0.00,7.4,5.8,+1.6,+0.26,+0.31
936,Etxebarría,es ESP,GK,Granada,es La Liga,22,0,,,,,0,,0,0,,3,,,,,,,,,,,
937,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,11,394,36,11.5,4.4,3,75,1,8,21,7,1.36,4,3,+1,+0.23,+0.17,5.9,5.2,+0.8,+0.18,+0.42
938,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,17,1446,85,42.3,16.1,16,88,15,1,45,13,1.65,20,14,+6,+0.37,+0.37,16.8,18.3,-1.5,-0.09,-0.17
939,Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,6,156,26,5.1,1.7,2,64,0,4,7,5,0.33,2,6,-4,-2.31,-1.28,2.2,4.9,-2.7,-1.54,-0.75
940,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,38,3383,89,98.9,37.6,38,89,35,0,,0,1.63,64,40,+24,+0.64,-4.23,59.7,45.0,+14.7,+0.39,-4.54
941,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,35,2316,66,67.7,25.7,24,87,19,11,21,3,1.09,29,34,-5,-0.19,+0.78,29.6,33.8,-4.3,-0.17,+0.38
942,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,it Serie A,27,6,353,59,10.3,3.9,3,88,1,3,30,6,0.83,5,8,-3,-0.76,-0.74,6.2,4.6,+1.6,+0.42,+0.56
943,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,it Serie A,27,3,42,14,1.2,0.5,0,,0,3,14,9,0.67,1,1,0,0.00,-0.08,1.0,1.2,-0.2,-0.49,-0.62
944,Jokin Ezkieta,es ESP,GK,Athletic Club,es La Liga,22,0,,,,,0,,0,0,,4,,,,,,,,,,,
945,Mohamed Ezzarfani,ma MAR,MF,Espanyol,es La Liga,21,0,,,,,0,,0,0,,1,,,,,,,,,,,
946,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,25,2117,85,61.9,23.5,25,85,23,0,,0,1.24,36,34,+2,+0.09,+1.12,32.2,36.8,-4.6,-0.19,+0.54
947,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,28,2079,74,60.8,23.1,22,89,21,6,22,2,2.46,50,26,+24,+1.04,-0.84,41.0,25.8,+15.2,+0.66,-0.41
948,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,10,834,83,33.1,9.3,10,83,9,0,,0,1.90,9,6,+3,+0.32,+0.64,9.1,9.5,-0.4,-0.04,0.00
949,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,18,930,52,36.9,10.3,12,72,2,6,11,5,1.56,22,21,+1,+0.10,+0.15,19.5,17.7,+1.8,+0.17,-0.07
950,Julien Fabri,fr FRA,GK,Brest,fr Ligue 1,25,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
951,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1,90,90,2.6,1.0,1,90,1,0,,22,0.00,2,7,-5,-5.00,-4.46,0.7,2.0,-1.3,-1.33,-0.76
952,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1,21,21,0.6,0.2,1,21,0,0,,19,0.00,0,1,-1,-4.29,-3.01,0.1,0.9,-0.8,-3.58,-2.82
953,Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,10,403,40,11.8,4.5,5,74,2,5,6,10,0.90,4,6,-2,-0.45,-0.69,2.8,5.6,-2.8,-0.62,-0.71
954,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,1,2,2,0.1,0.0,0,,0,1,2,9,0.00,0,0,0,0.00,-0.97,0.1,0.0,+0.1,+2.29,+1.84
955,Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,30,2014,67,58.9,22.4,24,75,12,6,35,2,1.00,32,43,-11,-0.49,+0.92,32.5,45.7,-13.2,-0.59,+0.54
956,Eliseo Falcon,es ESP,DF,Levante,es La Liga,22,1,73,73,2.1,0.8,1,73,0,0,,3,0.00,2,3,-1,-1.23,-1.10,1.2,2.2,-1.0,-1.18,-0.81
957,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,2,180,90,5.3,2.0,2,90,2,0,,28,0.50,2,5,-3,-1.50,-1.11,4.2,4.4,-0.2,-0.10,+0.03
958,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1,90,90,2.9,1.0,1,90,1,0,,6,0.00,1,2,-1,-1.00,-1.00,1.9,1.9,0.0,+0.03,-0.26
959,Iago Falque,es ESP,"FW,MF",Torino,it Serie A,29,4,102,26,3.0,1.1,1,45,0,3,19,5,0.50,0,3,-3,-2.65,-2.13,0.9,1.9,-1.0,-0.91,-0.50
960,Iago Falque,es ESP,MF,Genoa,it Serie A,29,10,519,52,15.2,5.8,6,67,1,4,30,4,1.10,8,10,-2,-0.35,+0.40,8.1,6.4,+1.7,+0.30,+0.70
961,Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1,1,1,0.0,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,+1.29,0.0,0.1,-0.1,-6.07,-5.29
962,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,7,143,20,4.2,1.6,0,,0,7,20,8,0.86,3,3,0,0.00,+0.36,2.5,2.5,0.0,+0.01,-0.05
963,Paolo Faragò,it ITA,"DF,MF",Cagliari,it Serie A,26,21,1343,64,39.3,14.9,14,84,12,7,24,5,0.90,20,26,-6,-0.40,-0.49,17.0,22.9,-5.8,-0.39,+0.10
964,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,36,3228,90,94.4,35.9,36,90,35,0,,0,1.33,43,44,-1,-0.03,+1.38,47.6,49.8,-2.2,-0.06,+0.38
965,Mohamed Fares,dz ALG,"DF,MF",SPAL,it Serie A,23,8,421,53,12.3,4.7,5,66,1,3,30,3,0.63,3,9,-6,-1.28,+0.04,3.2,9.2,-6.0,-1.30,-0.64
966,Diego Farias,br BRA,"MF,FW",Lecce,it Serie A,29,18,824,46,24.1,9.2,7,68,3,11,31,1,0.78,15,19,-4,-0.44,+0.57,15.8,18.9,-3.1,-0.34,+0.62
967,Ansu Fati,es ESP,FW,Barcelona,es La Liga,16,24,1027,43,30.0,11.4,11,71,1,13,19,9,2.04,27,14,+13,+1.14,-0.18,22.3,11.3,+11.0,+0.96,+0.32
968,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,22,1980,90,78.6,22.0,22,90,22,0,,1,1.32,29,30,-1,-0.05,+0.29,24.0,37.7,-13.8,-0.63,-0.45
969,Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,20,658,33,19.2,7.3,7,64,0,13,16,13,0.70,5,11,-6,-0.82,-0.17,10.3,11.1,-0.9,-0.12,+0.22
970,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,16,1213,76,35.5,13.5,14,82,10,2,33,14,1.81,29,20,+9,+0.67,-0.03,24.7,17.5,+7.2,+0.53,-0.14
971,Aleix Febas,es ESP,"MF,FW",Mallorca,es La Liga,23,29,1690,58,49.4,18.8,22,70,5,7,20,9,0.97,20,32,-12,-0.64,+0.04,23.6,32.2,-8.6,-0.46,+0.26
972,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,17,1431,84,41.8,15.9,16,87,13,1,45,8,1.05,23,30,-7,-0.44,-0.21,21.9,24.4,-2.6,-0.16,-0.11
973,Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,13,786,60,23.0,8.7,11,68,4,2,17,4,0.92,4,16,-12,-1.37,-0.93,6.8,14.5,-7.6,-0.88,-0.51
974,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,26,32,2638,82,77.1,29.3,31,84,19,1,34,0,0.94,33,49,-16,-0.55,-1.01,38.2,42.3,-4.1,-0.14,-0.18
975,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,25,2102,84,61.5,23.4,23,90,23,2,16,6,1.68,31,20,+11,+0.47,-0.42,36.8,20.8,+16.0,+0.68,+0.11
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
976,Luiz Felipe,it ITA,DF,Lazio,it Serie A,22,26,2024,78,59.2,22.5,24,82,17,2,29,5,2.15,48,23,+25,+1.11,+0.34,42.6,31.8,+10.9,+0.48,+0.10
