Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
577,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,29-096,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
578,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26-123,28,18,1720,19.1,0,2,2,0,0,0,4,0,0.2,0.2,2.5,2.8,9,63,10,0.00,0.10,0.10,0.00,0.10,0.01,0.13,0.14,0.01,0.14
579,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,32-048,12,11,957,10.6,0,0,0,0,0,0,4,0,0.1,0.1,0.6,0.7,1,19,0,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07
580,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,31-280,18,16,1426,15.8,1,0,1,1,0,0,5,0,1.0,1.0,0.7,1.7,3,47,2,0.06,0.00,0.06,0.06,0.06,0.06,0.05,0.11,0.06,0.11
581,Copete,es ESP,DF,Mallorca,es La Liga,23-239,28,27,2206,24.5,1,0,1,1,0,0,7,1,1.0,0.5,0.2,0.7,14,58,3,0.04,0.00,0.04,0.04,0.04,0.04,0.01,0.05,0.02,0.03
582,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19-160,19,11,1177,13.1,0,0,0,0,0,0,5,0,0.3,0.3,0.0,0.3,9,42,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
583,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,32-024,16,9,748,8.3,1,0,1,1,0,0,2,0,1.0,1.0,1.0,2.0,11,29,27,0.12,0.00,0.12,0.12,0.12,0.12,0.12,0.24,0.12,0.24
584,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,32-217,22,6,786,8.7,0,1,1,0,0,0,3,0,0.2,0.2,0.3,0.5,21,29,65,0.00,0.11,0.11,0.00,0.11,0.02,0.04,0.05,0.02,0.05
585,Alex Cordaz,it ITA,GK,Inter,it Serie A,40-156,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
586,Maxwel Cornet,ci CIV,FW,West Ham,eng Premier League,26-252,14,2,245,2.7,0,0,0,0,0,0,0,0,1.3,1.3,0.1,1.3,9,5,26,0.00,0.00,0.00,0.00,0.00,0.47,0.02,0.49,0.47,0.49
587,Jesús Corona,mx MEX,FW,Sevilla,es La Liga,30-151,4,1,111,1.2,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,3,3,9,0.81,0.00,0.81,0.81,0.81,0.37,0.20,0.57,0.37,0.57
588,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,28-089,35,13,1455,16.2,9,1,10,9,0,0,3,1,7.2,7.2,3.5,10.7,44,58,142,0.56,0.06,0.62,0.56,0.62,0.44,0.22,0.66,0.44,0.66
589,Joaquín Correa,ar ARG,FW,Inter,it Serie A,28-297,26,12,950,10.6,3,1,4,3,0,0,1,0,3.4,3.4,1.3,4.7,19,29,61,0.28,0.09,0.38,0.28,0.38,0.33,0.12,0.45,0.33,0.45
590,Thierry Correia,pt POR,DF,Valencia,es La Liga,24-089,27,24,2009,22.3,0,0,0,0,0,0,5,0,0.3,0.3,1.1,1.4,60,104,122,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
591,Alessandro Cortinovis,it ITA,MF,Hellas Verona,it Serie A,22-132,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
592,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,29-328,23,14,1236,13.7,0,2,2,0,0,0,0,0,0.5,0.5,1.0,1.5,32,62,74,0.00,0.15,0.15,0.00,0.15,0.04,0.07,0.11,0.04,0.11
593,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,22-152,31,16,1407,15.6,1,3,4,1,0,0,2,0,2.8,2.8,4.1,6.9,61,117,133,0.06,0.19,0.26,0.06,0.26,0.18,0.26,0.44,0.18,0.44
594,Diego Costa,es ESP,FW,Wolves,eng Premier League,34-242,23,16,1241,13.8,1,0,1,1,0,0,5,1,3.2,3.2,0.7,3.9,19,13,60,0.07,0.00,0.07,0.07,0.07,0.23,0.05,0.28,0.23,0.28
595,Jaume Costa,es ESP,DF,Mallorca,es La Liga,35-080,32,30,2599,28.9,0,1,1,0,0,0,10,0,1.0,1.0,2.5,3.5,60,74,123,0.00,0.03,0.03,0.00,0.03,0.04,0.09,0.12,0.04,0.12
596,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,22-066,6,4,415,4.6,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,5,18,0,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.13,0.17
597,Nuno da Costa,cv CPV,"FW,MF",Auxerre,fr Ligue 1,32-116,33,23,2003,22.3,5,4,9,5,0,0,5,1,4.5,4.5,3.7,8.2,30,32,130,0.22,0.18,0.40,0.22,0.40,0.20,0.16,0.37,0.20,0.37
598,Samu Costa,pt POR,MF,Almería,es La Liga,22-191,32,22,1989,22.1,1,2,3,1,0,0,5,0,1.7,1.7,1.0,2.7,9,91,24,0.05,0.09,0.14,0.05,0.14,0.08,0.04,0.12,0.08,0.12
599,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35-338,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
600,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,30-288,27,24,2136,23.7,0,1,1,0,0,0,5,0,0.3,0.3,2.5,2.7,53,82,109,0.00,0.04,0.04,0.00,0.04,0.01,0.10,0.11,0.01,0.11
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
601,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,27-057,35,34,2893,32.1,3,3,6,3,0,0,12,0,0.8,0.8,1.8,2.6,52,120,59,0.09,0.09,0.19,0.09,0.19,0.03,0.06,0.08,0.03,0.08
602,Soumaïla Coulibaly,fr FRA,DF,Dortmund,de Bundesliga,19-235,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
603,Tanguy Coulibaly,fr FRA,"FW,DF",Stuttgart,de Bundesliga,22-108,14,0,326,3.6,4,0,4,3,1,1,3,0,2.3,1.5,0.5,2.0,14,12,38,1.10,0.00,1.10,0.83,0.83,0.63,0.13,0.75,0.41,0.54
604,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,31-026,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
605,Mathieu Coutadeur,fr FRA,MF,Ajaccio,fr Ligue 1,37-078,27,22,1947,21.6,0,0,0,0,0,0,2,0,0.1,0.1,1.0,1.1,20,110,22,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
606,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,30-359,20,7,788,8.8,1,0,1,1,0,0,3,0,1.4,1.4,0.5,1.8,18,48,68,0.11,0.00,0.11,0.11,0.11,0.16,0.05,0.21,0.16,0.21
607,Yan Couto,br BRA,"DF,MF",Girona,es La Liga,21-003,25,12,1158,12.9,1,2,3,1,0,0,3,0,0.5,0.5,2.4,2.9,56,55,89,0.08,0.16,0.23,0.08,0.23,0.04,0.19,0.23,0.04,0.23
608,Conor Coventry,ie IRL,"MF,FW",West Ham,eng Premier League,23-073,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
609,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,24-149,17,14,1277,14.2,2,1,3,2,0,0,3,0,1.4,1.4,0.8,2.1,20,48,34,0.14,0.07,0.21,0.14,0.21,0.10,0.05,0.15,0.10,0.15
610,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,24-149,5,0,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
611,Alessio Cragno,it ITA,GK,Monza,it Serie A,28-343,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
612,Matthew Craig,sct SCO,MF,Tottenham,eng Premier League,20-051,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
613,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,33-173,28,24,2235,24.8,0,1,1,0,0,0,3,0,0.3,0.3,3.7,4.0,35,145,82,0.00,0.04,0.04,0.00,0.04,0.01,0.15,0.16,0.01,0.16
614,Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,28-095,36,34,2938,32.6,1,1,2,1,0,1,8,1,2.6,1.9,1.4,3.3,16,142,27,0.03,0.03,0.06,0.03,0.06,0.08,0.04,0.12,0.06,0.10
615,Domen Črnigoj,si SVN,MF,Salernitana,it Serie A,27-200,7,4,296,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2,3,9,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.16,0.03,0.16
616,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,30-313,27,21,2062,22.9,0,0,0,0,0,0,7,0,0.2,0.2,1.0,1.3,15,68,55,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
617,Juan Cruz,es ESP,FW,Betis,es La Liga,23-042,6,1,178,2.0,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,7,1,15,0.51,0.00,0.51,0.51,0.51,0.23,0.07,0.30,0.23,0.30
618,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,35-011,31,24,2078,23.1,1,3,4,1,0,0,6,1,1.4,1.4,2.7,4.2,48,92,125,0.04,0.13,0.17,0.04,0.17,0.06,0.12,0.18,0.06,0.18
619,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,24-319,24,21,1671,18.6,0,2,2,0,0,0,4,0,0.4,0.4,0.6,1.0,30,73,65,0.00,0.11,0.11,0.00,0.11,0.02,0.03,0.06,0.02,0.06
620,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,23-201,10,5,506,5.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,7,26,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
621,Braian Cufré,ar ARG,DF,Mallorca,es La Liga,26-173,5,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,7,9,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
622,Mickaël Cuisance,fr FRA,MF,Sampdoria,it Serie A,23-294,12,9,618,6.9,0,0,0,0,0,0,1,0,0.5,0.5,0.7,1.2,11,23,31,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17
623,Matheus Cunha,br BRA,FW,Wolves,eng Premier League,24-010,17,12,965,10.7,2,0,2,2,0,0,1,0,2.0,2.0,0.6,2.6,16,14,43,0.19,0.00,0.19,0.19,0.19,0.19,0.05,0.24,0.19,0.24
624,Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,es La Liga,24-010,11,2,377,4.2,0,2,2,0,0,0,2,0,1.4,1.4,0.8,2.2,6,7,19,0.00,0.48,0.48,0.00,0.48,0.34,0.20,0.53,0.34,0.53
625,Curro,es ESP,MF,Almería,es La Liga,27-154,2,0,43,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,1,1,0.00,0.00,0.00,0.00,0.00,0.19,0.44,0.63,0.19,0.63
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
626,Marco D'Alessandro,it ITA,"DF,FW",Monza,it Serie A,32-109,8,3,290,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,14,3,19,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16
627,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,34-270,15,8,733,8.1,0,2,2,0,0,0,3,1,0.3,0.3,0.7,0.9,8,34,17,0.00,0.25,0.25,0.00,0.25,0.03,0.08,0.11,0.03,0.11
628,Luca D'Andrea,it ITA,FW,Sassuolo,it Serie A,18-273,5,5,316,3.5,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.1,11,9,29,0.00,0.28,0.28,0.00,0.28,0.08,0.23,0.31,0.08,0.31
629,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,35-020,7,3,338,3.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,18,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
630,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,31-023,21,8,933,10.4,6,2,8,6,0,0,3,1,3.5,3.5,2.2,5.7,10,33,61,0.58,0.19,0.77,0.58,0.77,0.34,0.21,0.55,0.34,0.55
631,Andréa Dacourt,fr FRA,MF,Nice,fr Ligue 1,17-311,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
632,Colin Dagba,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,24-270,21,12,958,10.6,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.1,26,31,48,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10
633,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,25-071,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
634,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,27-156,9,4,337,3.7,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.9,5,25,4,0.00,0.00,0.00,0.00,0.00,0.12,0.13,0.24,0.12,0.24
635,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,24-240,30,13,1187,13.2,4,4,8,4,0,0,2,0,3.5,3.5,2.8,6.3,18,17,82,0.30,0.30,0.61,0.30,0.61,0.27,0.21,0.48,0.27,0.48
636,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,22-307,36,28,2353,26.1,12,1,13,12,0,0,4,0,9.8,9.8,2.0,11.9,23,30,174,0.46,0.04,0.50,0.46,0.50,0.38,0.08,0.46,0.38,0.46
637,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,24-080,26,24,2154,23.9,1,2,3,1,0,0,6,0,2.5,2.5,1.9,4.4,46,92,85,0.04,0.08,0.13,0.04,0.13,0.10,0.08,0.18,0.10,0.18
638,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,19-058,6,1,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,9,7,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.15,0.06,0.15
639,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,22-338,26,9,988,11.0,0,0,0,0,0,0,4,0,2.6,2.6,1.4,4.0,9,44,45,0.00,0.00,0.00,0.00,0.00,0.24,0.13,0.36,0.24,0.36
640,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,22-040,27,23,2195,24.4,0,2,2,0,0,0,9,0,0.6,0.6,0.5,1.2,14,70,5,0.00,0.08,0.08,0.00,0.08,0.03,0.02,0.05,0.03,0.05
641,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,22-040,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
642,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,22-038,13,12,976,10.8,3,2,5,3,0,0,1,0,1.5,1.5,0.7,2.3,13,34,22,0.28,0.18,0.46,0.28,0.46,0.14,0.07,0.21,0.14,0.21
643,Danilo,br BRA,DF,Juventus,it Serie A,31-326,37,35,3184,35.4,3,3,6,3,0,0,5,0,2.8,2.8,2.4,5.2,39,176,43,0.08,0.08,0.17,0.08,0.17,0.08,0.07,0.15,0.08,0.15
644,Arnaut Danjuma,nl NED,"FW,MF",Tottenham,eng Premier League,26-126,9,1,169,1.9,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,5,2,19,0.53,0.00,0.53,0.53,0.53,0.41,0.02,0.43,0.41,0.43
645,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,26-126,10,6,479,5.3,2,0,2,1,1,1,0,0,2.7,1.9,0.4,2.3,12,2,35,0.38,0.00,0.38,0.19,0.19,0.50,0.07,0.58,0.36,0.43
646,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,18-343,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
647,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24-260,37,37,3232,35.9,1,2,3,1,0,0,7,1,2.5,2.4,1.0,3.5,34,163,2,0.03,0.06,0.08,0.03,0.08,0.07,0.03,0.10,0.07,0.10
648,Dante,br BRA,DF,Nice,fr Ligue 1,39-231,37,37,3299,36.7,1,2,3,1,0,0,6,0,1.5,1.5,1.7,3.2,12,160,3,0.03,0.05,0.08,0.03,0.08,0.04,0.05,0.09,0.04,0.09
649,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,21-114,17,11,947,10.5,1,0,1,1,0,0,2,0,0.1,0.1,0.2,0.3,2,21,0,0.10,0.00,0.10,0.10,0.10,0.01,0.02,0.03,0.01,0.03
650,Sergi Darder,es ESP,MF,Espanyol,es La Liga,29-166,38,38,3320,36.9,6,3,9,6,0,0,4,0,3.5,3.5,7.5,10.9,111,233,75,0.16,0.08,0.24,0.16,0.24,0.09,0.20,0.30,0.09,0.30
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
651,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,24-031,18,15,1317,14.6,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,3,33,1,0.07,0.00,0.07,0.07,0.07,0.02,0.00,0.03,0.02,0.03
652,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,32-302,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
653,Matteo Darmian,it ITA,DF,Inter,it Serie A,33-186,31,24,2025,22.5,1,2,3,1,0,0,3,0,1.0,1.0,1.9,2.9,22,88,96,0.04,0.09,0.13,0.04,0.13,0.04,0.09,0.13,0.04,0.13
654,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,24-226,36,14,1389,15.4,4,2,6,4,0,0,1,0,1.5,1.5,1.5,3.0,60,62,69,0.26,0.13,0.39,0.26,0.39,0.10,0.09,0.19,0.10,0.19
655,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,23-143,37,36,3166,35.2,24,4,28,14,10,11,6,0,23.6,15.1,6.1,21.2,67,95,297,0.68,0.11,0.80,0.40,0.51,0.67,0.17,0.84,0.43,0.60
656,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22-216,26,24,2042,22.7,1,4,5,1,0,0,0,0,1.7,1.7,3.7,5.4,117,133,158,0.04,0.18,0.22,0.04,0.22,0.07,0.16,0.24,0.07,0.24
657,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,30-043,31,26,2288,25.4,2,2,4,2,0,0,4,0,1.0,1.0,2.5,3.5,39,107,69,0.08,0.08,0.16,0.08,0.16,0.04,0.10,0.14,0.04,0.14
658,Tom Davies,eng ENG,MF,Everton,eng Premier League,24-341,19,4,538,6.0,0,0,0,0,0,0,3,0,1.2,1.2,0.2,1.3,2,30,13,0.00,0.00,0.00,0.00,0.00,0.19,0.03,0.22,0.19,0.22
659,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,28-017,23,20,1631,18.1,1,1,2,1,0,0,6,1,1.1,1.1,0.8,1.9,20,60,17,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.11,0.06,0.11
660,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,33-031,8,8,720,8.0,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,0,18,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
661,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,33-031,17,17,1414,15.7,1,0,1,1,0,0,4,0,1.0,1.0,0.0,1.0,5,44,1,0.06,0.00,0.06,0.06,0.06,0.06,0.00,0.06,0.06,0.06
662,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31-343,32,28,2417,26.9,7,16,23,7,0,0,1,0,5.6,5.6,13.7,19.3,100,246,245,0.26,0.60,0.86,0.26,0.86,0.21,0.51,0.72,0.21,0.72
663,Charles De Ketelaere,be BEL,"MF,FW",Milan,it Serie A,22-088,32,9,1116,12.4,0,1,1,0,0,0,2,0,2.0,2.0,2.0,4.0,45,59,69,0.00,0.08,0.08,0.00,0.08,0.16,0.16,0.32,0.16,0.32
664,Manuel De Luca,it ITA,"FW,MF",Sampdoria,it Serie A,24-324,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
665,Tommaso De Nipoti,it ITA,MF,Atalanta,it Serie A,19-318,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
666,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,29-013,30,24,1923,21.4,2,7,9,2,0,0,5,0,1.6,1.6,5.6,7.2,55,182,68,0.09,0.33,0.42,0.09,0.42,0.07,0.26,0.34,0.07,0.34
667,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,30-229,17,11,1043,11.6,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,16,50,40,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
668,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,35-014,15,6,672,7.5,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.9,18,31,17,0.13,0.00,0.13,0.13,0.13,0.09,0.03,0.12,0.09,0.12
669,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,25-001,22,20,1758,19.5,0,1,1,0,0,0,2,0,0.0,0.0,1.3,1.3,39,89,89,0.00,0.05,0.05,0.00,0.05,0.00,0.07,0.07,0.00,0.07
670,Koni De Winter,be BEL,DF,Empoli,it Serie A,20-359,14,12,1024,11.4,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,2,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
671,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,31-354,27,13,1167,13.0,2,1,3,2,0,0,3,0,3.5,3.5,0.5,4.0,11,10,75,0.15,0.08,0.23,0.15,0.23,0.27,0.04,0.31,0.27,0.31
672,Duccio Degl'Innocenti,it ITA,MF,Empoli,it Serie A,20-039,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
673,Brecht Dejaegere,be BEL,MF,Toulouse,fr Ligue 1,32-008,30,25,1809,20.1,4,1,5,4,0,0,5,0,2.6,2.6,1.7,4.3,36,96,96,0.20,0.05,0.25,0.20,0.25,0.13,0.08,0.21,0.13,0.21
674,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,27-069,27,16,1422,15.8,6,6,12,1,5,5,2,0,6.2,2.3,4.2,6.5,47,75,125,0.38,0.38,0.76,0.06,0.44,0.39,0.27,0.66,0.14,0.41
675,Alberto Del Moral,es ESP,MF,Villarreal,es La Liga,22-321,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
676,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,31-074,17,13,1069,11.9,0,2,2,0,0,0,3,0,0.4,0.4,1.4,1.8,38,21,92,0.00,0.17,0.17,0.00,0.17,0.04,0.12,0.15,0.04,0.15
677,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,31-276,8,2,309,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.2,1,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
678,Thomas Delaney,dk DEN,MF,Hoffenheim,de Bundesliga,31-276,6,4,298,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,14,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
679,Sacha Delaye,fr FRA,"FW,MF",Montpellier,fr Ligue 1,21-044,3,0,20,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,4.50,0.00,4.50,4.50,4.50,0.31,0.00,0.31,0.31,0.31
680,Fran Delgado,es ESP,DF,Betis,es La Liga,21-330,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
681,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,31-240,14,9,781,8.7,6,1,7,3,3,3,0,0,5.4,3.0,1.4,4.4,7,19,48,0.69,0.12,0.81,0.35,0.46,0.62,0.16,0.78,0.35,0.51
